ensembl_id,gene_symbol
ENSG00000185519,FAM131C
ENSG00000118503,TNFAIP3
ENSG00000073712,FERMT2
ENSG00000138193,PLCE1
ENSG00000158246,FAM46B
ENSG00000224531,SMIM13
ENSG00000166473,PKD1L2
ENSG00000171812,COL8A2
ENSG00000171940,ZNF217
ENSG00000102226,USP11
ENSG00000255092,AC010768.2
ENSG00000204175,GPRIN2
ENSG00000212961,HNRNPA1P40
ENSG00000055118,KCNH2
ENSG00000160801,PTH1R
ENSG00000160145,KALRN
ENSG00000107372,ZFAND5
ENSG00000116675,DNAJC6
ENSG00000180340,FZD2
ENSG00000231826,LINC01819
ENSG00000083290,ULK2
ENSG00000006047,YBX2
ENSG00000154134,ROBO3
ENSG00000173599,PC
ENSG00000073331,ALPK1
ENSG00000165905,LARGE2
ENSG00000197343,ZNF655
ENSG00000144136,SLC20A1
ENSG00000110427,KIAA1549L
ENSG00000074660,SCARF1
ENSG00000161267,BDH1
ENSG00000100344,PNPLA3
ENSG00000290421,
ENSG00000155816,FMN2
ENSG00000248362,AC011352.1
ENSG00000151914,DST
ENSG00000162894,FCMR
ENSG00000154188,ANGPT1
ENSG00000145555,MYO10
ENSG00000289504,
ENSG00000184497,TMEM255B
ENSG00000287756,
ENSG00000171502,COL24A1
ENSG00000146376,ARHGAP18
ENSG00000132429,POPDC3
ENSG00000236008,LINC01814
ENSG00000185269,NOTUM
ENSG00000012660,ELOVL5
ENSG00000198719,DLL1
ENSG00000080573,COL5A3
ENSG00000088367,EPB41L1
ENSG00000162777,DENND2D
ENSG00000122420,PTGFR
ENSG00000127377,CRYGN
ENSG00000234961,AL133415.1
ENSG00000159200,RCAN1
ENSG00000249346,LINC01016
ENSG00000067840,PDZD4
ENSG00000186897,C1QL4
ENSG00000138166,DUSP5
ENSG00000104756,KCTD9
ENSG00000183773,AIFM3
ENSG00000164237,CMBL
ENSG00000174307,PHLDA3
ENSG00000103154,NECAB2
ENSG00000176871,WSB2
ENSG00000284966,AL138689.2
ENSG00000165029,ABCA1
ENSG00000204387,C6orf48
ENSG00000008086,CDKL5
ENSG00000067842,ATP2B3
ENSG00000169554,ZEB2
ENSG00000160094,ZNF362
ENSG00000132821,VSTM2L
ENSG00000158104,HPD
ENSG00000197859,ADAMTSL2
ENSG00000164638,SLC29A4
ENSG00000167588,GPD1
ENSG00000111344,RASAL1
ENSG00000104331,IMPAD1
ENSG00000184384,MAML2
ENSG00000185201,IFITM2
ENSG00000154080,CHST9
ENSG00000091656,ZFHX4
ENSG00000174125,TLR1
ENSG00000198947,DMD
ENSG00000283787,AC051649.2
ENSG00000175229,GAL3ST3
ENSG00000179094,PER1
ENSG00000171227,TMEM37
ENSG00000129910,CDH15
ENSG00000091592,NLRP1
ENSG00000142765,SYTL1
ENSG00000101188,NTSR1
ENSG00000107738,VSIR
ENSG00000166897,ELFN2
ENSG00000227630,LINC01132
ENSG00000167772,ANGPTL4
ENSG00000092758,COL9A3
ENSG00000134258,VTCN1
ENSG00000106436,MYL10
ENSG00000079156,OSBPL6
ENSG00000133740,E2F5
ENSG00000105467,SYNGR4
ENSG00000066735,KIF26A
ENSG00000168702,LRP1B
ENSG00000103522,IL21R
ENSG00000185933,CALHM1
ENSG00000227000,HSPD1P14
ENSG00000183098,GPC6
ENSG00000198919,DZIP3
ENSG00000136111,TBC1D4
ENSG00000198718,TOGARAM1
ENSG00000007062,PROM1
ENSG00000105464,GRIN2D
ENSG00000167755,KLK6
ENSG00000188293,IGFL1
ENSG00000186469,GNG2
ENSG00000126500,FLRT1
ENSG00000106538,RARRES2
ENSG00000106443,PHF14
ENSG00000229167,AC114488.1
ENSG00000237512,UNC5B-AS1
ENSG00000164038,SLC9B2
ENSG00000170477,KRT4
ENSG00000224020,MIR181A2HG
ENSG00000177853,ZNF518A
ENSG00000184226,PCDH9
ENSG00000112208,BAG2
ENSG00000018236,CNTN1
ENSG00000187678,SPRY4
ENSG00000006283,CACNA1G
ENSG00000181626,ANKRD62
ENSG00000176165,FOXG1
ENSG00000169429,CXCL8
ENSG00000198825,INPP5F
ENSG00000108846,ABCC3
ENSG00000145390,USP53
ENSG00000005884,ITGA3
ENSG00000140459,CYP11A1
ENSG00000172020,GAP43
ENSG00000100767,PAPLN
ENSG00000157827,FMNL2
ENSG00000002587,HS3ST1
ENSG00000162366,PDZK1IP1
ENSG00000107562,CXCL12
ENSG00000167046,AL357033.1
ENSG00000185565,LSAMP
ENSG00000286288,
ENSG00000112902,SEMA5A
ENSG00000116106,EPHA4
ENSG00000123636,BAZ2B
ENSG00000168546,GFRA2
ENSG00000229261,AL596223.1
ENSG00000125735,TNFSF14
ENSG00000115194,SLC30A3
ENSG00000171055,FEZ2
ENSG00000248599,AC018781.1
ENSG00000114554,PLXNA1
ENSG00000273760,AC245041.1
ENSG00000234456,MAGI2-AS3
ENSG00000171368,TPPP
ENSG00000137819,PAQR5
ENSG00000167600,CYP2S1
ENSG00000065325,GLP2R
ENSG00000289206,
ENSG00000156052,GNAQ
ENSG00000223403,MEG9
ENSG00000188338,SLC38A3
ENSG00000185640,KRT79
ENSG00000082397,EPB41L3
ENSG00000253357,AC008708.1
ENSG00000187955,COL14A1
ENSG00000236404,VLDLR-AS1
ENSG00000136840,ST6GALNAC4
ENSG00000255096,OR5B10P
ENSG00000141639,MAPK4
ENSG00000163975,MELTF
ENSG00000279806,AC018629.1
ENSG00000188015,S100A3
ENSG00000101871,MID1
ENSG00000176845,METRNL
ENSG00000197405,C5AR1
ENSG00000211445,GPX3
ENSG00000008517,IL32
ENSG00000120129,DUSP1
ENSG00000140262,TCF12
ENSG00000122863,CHST3
ENSG00000214456,PLIN5
ENSG00000189223,PAX8-AS1
ENSG00000258754,LINC01579
ENSG00000112414,ADGRG6
ENSG00000167244,IGF2
ENSG00000072071,ADGRL1
ENSG00000130768,SMPDL3B
ENSG00000165410,CFL2
ENSG00000253414,AC124067.2
ENSG00000205542,TMSB4X
ENSG00000092295,TGM1
ENSG00000115353,TACR1
ENSG00000121270,ABCC11
ENSG00000109101,FOXN1
ENSG00000136603,SKIL
ENSG00000170456,DENND5B
ENSG00000169896,ITGAM
ENSG00000173918,C1QTNF1
ENSG00000106070,GRB10
ENSG00000100342,APOL1
ENSG00000105639,JAK3
ENSG00000096433,ITPR3
ENSG00000115085,ZAP70
ENSG00000151136,BTBD11
ENSG00000255227,AC090124.2
ENSG00000250644,AC068580.4
ENSG00000149403,GRIK4
ENSG00000169213,RAB3B
ENSG00000058085,LAMC2
ENSG00000072310,SREBF1
ENSG00000154319,FAM167A
ENSG00000007402,CACNA2D2
ENSG00000137571,SLCO5A1
ENSG00000120690,ELF1
ENSG00000125731,SH2D3A
ENSG00000138678,GPAT3
ENSG00000118985,ELL2
ENSG00000077264,PAK3
ENSG00000177699,AC011944.1
ENSG00000232774,AL355916.1
ENSG00000157150,TIMP4
ENSG00000196110,ZNF699
ENSG00000125378,BMP4
ENSG00000272636,DOC2B
ENSG00000183638,RP1L1
ENSG00000272933,AL391121.1
ENSG00000109861,CTSC
ENSG00000162433,AK4
ENSG00000256120,SOX5-AS1
ENSG00000107611,CUBN
ENSG00000225655,BX255923.1
ENSG00000107560,RAB11FIP2
ENSG00000007174,DNAH9
ENSG00000149218,ENDOD1
ENSG00000179776,CDH5
ENSG00000073584,SMARCE1
ENSG00000150275,PCDH15
ENSG00000087074,PPP1R15A
ENSG00000116133,DHCR24
ENSG00000137177,KIF13A
ENSG00000259354,AC025580.2
ENSG00000180155,LYNX1
ENSG00000172123,SLFN12
ENSG00000249647,C5orf66-AS2
ENSG00000172201,ID4
ENSG00000289462,
ENSG00000149554,CHEK1
ENSG00000276231,PIK3R6
ENSG00000111077,TNS2
ENSG00000085552,IGSF9
ENSG00000187479,C11orf96
ENSG00000135472,FAIM2
ENSG00000138798,EGF
ENSG00000164746,C7orf57
ENSG00000197959,DNM3
ENSG00000153721,CNKSR3
ENSG00000145113,MUC4
ENSG00000115159,GPD2
ENSG00000270069,MIR222HG
ENSG00000145362,ANK2
ENSG00000099204,ABLIM1
ENSG00000100852,ARHGAP5
ENSG00000102230,PCYT1B
ENSG00000253368,TRNP1
ENSG00000271788,AC008875.1
ENSG00000123454,DBH
ENSG00000151892,GFRA1
ENSG00000142611,PRDM16
ENSG00000188636,RTL6
ENSG00000102287,GABRE
ENSG00000165572,KBTBD6
ENSG00000258580,AL136298.1
ENSG00000142621,FHAD1
ENSG00000113212,PCDHB7
ENSG00000196218,RYR1
ENSG00000103089,FA2H
ENSG00000177707,NECTIN3
ENSG00000213654,GPSM3
ENSG00000167705,RILP
ENSG00000169862,CTNND2
ENSG00000133816,MICAL2
ENSG00000119938,PPP1R3C
ENSG00000135144,DTX1
ENSG00000179869,ABCA13
ENSG00000287677,
ENSG00000259571,BLID
ENSG00000226973,AL512638.1
ENSG00000184599,FAM19A3
ENSG00000122133,PAEP
ENSG00000205221,VIT
ENSG00000170703,TTLL6
ENSG00000155269,GPR78
ENSG00000138496,PARP9
ENSG00000112531,QKI
ENSG00000253857,AC022679.1
ENSG00000111424,VDR
ENSG00000046653,GPM6B
ENSG00000271811,Z97200.1
ENSG00000074211,PPP2R2C
ENSG00000143546,S100A8
ENSG00000163171,CDC42EP3
ENSG00000286657,
ENSG00000066084,DIP2B
ENSG00000167306,MYO5B
ENSG00000246145,RRS1-AS1
ENSG00000261026,AC105046.1
ENSG00000005961,ITGA2B
ENSG00000159307,SCUBE1
ENSG00000188573,FBLL1
ENSG00000134516,DOCK2
ENSG00000100592,DAAM1
ENSG00000180251,SLC9A4
ENSG00000265763,ZNF488
ENSG00000119714,GPR68
ENSG00000172478,C2orf54
ENSG00000137764,MAP2K5
ENSG00000163083,INHBB
ENSG00000138449,SLC40A1
ENSG00000180921,FAM83H
ENSG00000273108,AL121929.2
ENSG00000162645,GBP2
ENSG00000168916,ZNF608
ENSG00000185716,MOSMO
ENSG00000233005,AC018742.1
ENSG00000121297,TSHZ3
ENSG00000250072,SH3TC2-DT
ENSG00000269954,AC022239.1
ENSG00000175348,TMEM9B
ENSG00000138050,THUMPD2
ENSG00000109576,AADAT
ENSG00000139200,PIANP
ENSG00000215720,AL035405.1
ENSG00000289435,
ENSG00000125648,SLC25A23
ENSG00000136114,THSD1
ENSG00000142449,FBN3
ENSG00000143507,DUSP10
ENSG00000147650,LRP12
ENSG00000269821,KCNQ1OT1
ENSG00000225206,MIR137HG
ENSG00000153879,CEBPG
ENSG00000230417,LINC00595
ENSG00000197467,COL13A1
ENSG00000233460,RPL35AP31
ENSG00000153902,LGI4
ENSG00000169067,ACTBL2
ENSG00000211891,IGHE
ENSG00000228768,AC003101.1
ENSG00000105376,ICAM5
ENSG00000058404,CAMK2B
ENSG00000177738,AC025171.1
ENSG00000276430,FAM25C
ENSG00000229421,AC133141.1
ENSG00000136169,SETDB2
ENSG00000234869,AL021392.1
ENSG00000171988,JMJD1C
ENSG00000260877,AP005233.2
ENSG00000161405,IKZF3
ENSG00000181585,TMIE
ENSG00000266877,AC007923.4
ENSG00000135740,SLC9A5
ENSG00000118898,PPL
ENSG00000185033,SEMA4B
ENSG00000288927,
ENSG00000206527,HACD2
ENSG00000234899,SOX9-AS1
ENSG00000113296,THBS4
ENSG00000127995,CASD1
ENSG00000254631,AP001372.1
ENSG00000162493,PDPN
ENSG00000152527,PLEKHH2
ENSG00000286854,
ENSG00000112715,VEGFA
ENSG00000197555,SIPA1L1
ENSG00000003249,DBNDD1
ENSG00000127129,EDN2
ENSG00000204174,NPY4R
ENSG00000258628,AC126603.1
ENSG00000126217,MCF2L
ENSG00000130822,PNCK
ENSG00000256235,SMIM3
ENSG00000261801,LOXL1-AS1
ENSG00000198780,FAM169A
ENSG00000095203,EPB41L4B
ENSG00000145287,PLAC8
ENSG00000130066,SAT1
ENSG00000121797,CCRL2
ENSG00000230490,AL139383.1
ENSG00000137267,TUBB2A
ENSG00000139144,PIK3C2G
ENSG00000187017,ESPN
ENSG00000236423,LINC01134
ENSG00000123977,DAW1
ENSG00000138606,SHF
ENSG00000162804,SNED1
ENSG00000250635,CXXC5-AS1
ENSG00000154447,SH3RF1
ENSG00000278621,AC037198.2
ENSG00000259498,TPM1-AS
ENSG00000169418,NPR1
ENSG00000196526,AFAP1
ENSG00000169715,MT1E
ENSG00000143858,SYT2
ENSG00000131386,GALNT15
ENSG00000249755,AC083829.1
ENSG00000251169,LINC01843
ENSG00000121879,PIK3CA
ENSG00000176720,BOK
ENSG00000162426,SLC45A1
ENSG00000172731,LRRC20
ENSG00000181634,TNFSF15
ENSG00000095015,MAP3K1
ENSG00000099219,ERMP1
ENSG00000198924,DCLRE1A
ENSG00000108852,MPP2
ENSG00000185499,MUC1
ENSG00000171056,SOX7
ENSG00000076864,RAP1GAP
ENSG00000184005,ST6GALNAC3
ENSG00000141314,RHBDL3
ENSG00000179163,FUCA1
ENSG00000168634,WFDC13
ENSG00000259964,THSD4-AS1
ENSG00000074370,ATP2A3
ENSG00000266074,BAHCC1
ENSG00000285294,LINC00842
ENSG00000138434,SSFA2
ENSG00000270953,AC007938.3
ENSG00000066032,CTNNA2
ENSG00000149633,KIAA1755
ENSG00000257126,FOXG1-AS1
ENSG00000139629,GALNT6
ENSG00000114268,PFKFB4
ENSG00000131737,KRT34
ENSG00000163295,ALPI
ENSG00000170153,RNF150
ENSG00000177098,SCN4B
ENSG00000148513,ANKRD30A
ENSG00000070087,PFN2
ENSG00000107249,GLIS3
ENSG00000270139,AP001172.2
ENSG00000155961,RAB39B
ENSG00000060566,CREB3L3
ENSG00000058272,PPP1R12A
ENSG00000113083,LOX
ENSG00000237686,AL109615.3
ENSG00000063180,CA11
ENSG00000144668,ITGA9
ENSG00000254300,LINC01111
ENSG00000181036,FCRL6
ENSG00000158528,PPP1R9A
ENSG00000179715,PCED1B
ENSG00000213275,IFITM9P
ENSG00000288774,
ENSG00000124143,ARHGAP40
ENSG00000118508,RAB32
ENSG00000073350,LLGL2
ENSG00000234997,AC016745.1
ENSG00000238113,LINC01410
ENSG00000072682,P4HA2
ENSG00000129951,PLPPR3
ENSG00000132334,PTPRE
ENSG00000175130,MARCKSL1
ENSG00000137285,TUBB2B
ENSG00000198053,SIRPA
ENSG00000168564,CDKN2AIP
ENSG00000137491,SLCO2B1
ENSG00000289278,
ENSG00000148120,C9orf3
ENSG00000168405,CMAHP
ENSG00000163281,GNPDA2
ENSG00000162840,MT2P1
ENSG00000288754,
ENSG00000172828,CES3
ENSG00000279481,AC104791.2
ENSG00000177839,PCDHB9
ENSG00000151882,CCL28
ENSG00000124507,PACSIN1
ENSG00000116141,MARK1
ENSG00000237412,PRSS56
ENSG00000105518,TMEM205
ENSG00000096996,IL12RB1
ENSG00000109738,GLRB
ENSG00000112851,ERBIN
ENSG00000283183,AC116565.2
ENSG00000145147,SLIT2
ENSG00000233695,GAS6-AS1
ENSG00000214717,ZBED1
ENSG00000112139,MDGA1
ENSG00000114805,PLCH1
ENSG00000167861,HID1
ENSG00000111696,NT5DC3
ENSG00000280650,KCNIP4-IT1
ENSG00000183876,ARSI
ENSG00000157833,GAREM2
ENSG00000259921,AC022819.1
ENSG00000108813,DLX4
ENSG00000143819,EPHX1
ENSG00000198342,ZNF442
ENSG00000160207,HSF2BP
ENSG00000116981,NT5C1A
ENSG00000260785,CASC17
ENSG00000175318,GRAMD2A
ENSG00000183508,FAM46C
ENSG00000231204,AC011752.1
ENSG00000100060,MFNG
ENSG00000217527,RPS16P5
ENSG00000131187,F12
ENSG00000198221,AFDN-DT
ENSG00000110104,CCDC86
ENSG00000289198,
ENSG00000267102,AC060766.1
ENSG00000255587,RAB44
ENSG00000112561,TFEB
ENSG00000007341,ST7L
ENSG00000163602,RYBP
ENSG00000102174,PHEX
ENSG00000144596,GRIP2
ENSG00000073734,ABCB11
ENSG00000168502,MTCL1
ENSG00000182612,TSPAN10
ENSG00000164047,CAMP
ENSG00000153904,DDAH1
ENSG00000280693,SH3PXD2A-AS1
ENSG00000130734,ATG4D
ENSG00000137673,MMP7
ENSG00000009830,POMT2
ENSG00000287736,
ENSG00000229821,AC103925.1
ENSG00000253519,AC106801.1
ENSG00000159618,ADGRG5
ENSG00000171621,SPSB1
ENSG00000136827,TOR1A
ENSG00000108176,DNAJC12
ENSG00000128917,DLL4
ENSG00000155592,ZKSCAN2
ENSG00000170442,KRT86
ENSG00000124749,COL21A1
ENSG00000176678,FOXL1
ENSG00000106178,CCL24
ENSG00000197769,MAP1LC3C
ENSG00000261616,AC036108.3
ENSG00000168878,SFTPB
ENSG00000198721,ECI2
ENSG00000254656,RTL1
ENSG00000290041,
ENSG00000122696,SLC25A51
ENSG00000246763,RGMB-AS1
ENSG00000150687,PRSS23
ENSG00000135917,SLC19A3
ENSG00000251179,TMEM92-AS1
ENSG00000140323,DISP2
ENSG00000157483,MYO1E
ENSG00000163104,SMARCAD1
ENSG00000144824,PHLDB2
ENSG00000127947,PTPN12
ENSG00000258175,LINC02300
ENSG00000268879,IGFL1P1
ENSG00000174669,SLC29A2
ENSG00000134769,DTNA
ENSG00000174407,MIR1-1HG
ENSG00000135373,EHF
ENSG00000185274,GALNT17
ENSG00000260029,AC007608.2
ENSG00000277758,FO681492.1
ENSG00000129682,FGF13
ENSG00000206560,ANKRD28
ENSG00000102057,KCND1
ENSG00000139151,PLCZ1
ENSG00000289634,
ENSG00000071246,VASH1
ENSG00000184937,WT1
ENSG00000196569,LAMA2
ENSG00000272620,AFAP1-AS1
ENSG00000259341,AC015660.1
ENSG00000274080,AC005089.1
ENSG00000189090,FAM25G
ENSG00000135253,KCP
ENSG00000130193,THEM6
ENSG00000278546,AC003101.2
ENSG00000262823,AC127521.1
ENSG00000236908,AC005865.1
ENSG00000179477,ALOX12B
ENSG00000164176,EDIL3
ENSG00000155158,TTC39B
ENSG00000136158,SPRY2
ENSG00000205765,C5orf51
ENSG00000172216,CEBPB
ENSG00000068097,HEATR6
ENSG00000133107,TRPC4
ENSG00000104290,FZD3
ENSG00000159784,FAM131B
ENSG00000186191,BPIFB4
ENSG00000170190,SLC16A5
ENSG00000286938,
ENSG00000170498,KISS1
ENSG00000245864,MEF2C-AS2
ENSG00000188177,ZC3H6
ENSG00000102189,EEA1
ENSG00000105696,TMEM59L
ENSG00000197786,OR5B17
ENSG00000262655,SPON1
ENSG00000168917,SLC35G2
ENSG00000228213,NLGN1-AS1
ENSG00000184009,ACTG1
ENSG00000113916,BCL6
ENSG00000187808,SOWAHD
ENSG00000286062,
ENSG00000255281,AC090124.3
ENSG00000146530,VWDE
ENSG00000123213,NLN
ENSG00000090006,LTBP4
ENSG00000168679,SLC16A4
ENSG00000086666,ZFAND6
ENSG00000267690,LDLRAD4-AS1
ENSG00000184205,TSPYL2
ENSG00000225783,MIAT
ENSG00000246859,STARD4-AS1
ENSG00000258168,AC025569.1
ENSG00000163625,WDFY3
ENSG00000138028,CGREF1
ENSG00000129038,LOXL1
ENSG00000147408,CSGALNACT1
ENSG00000160013,PTGIR
ENSG00000111875,ASF1A
ENSG00000134333,LDHA
ENSG00000128849,CGNL1
ENSG00000067082,KLF6
ENSG00000056050,HPF1
ENSG00000106852,LHX6
ENSG00000137558,PI15
ENSG00000162688,AGL
ENSG00000112319,EYA4
ENSG00000107821,KAZALD1
ENSG00000174939,ASPHD1
ENSG00000159184,HOXB13
ENSG00000171604,CXXC5
ENSG00000007866,TEAD3
ENSG00000227471,AKR1B15
ENSG00000145743,FBXL17
ENSG00000183421,RIPK4
ENSG00000258890,CEP95
ENSG00000163565,IFI16
ENSG00000232810,TNF
ENSG00000137269,LRRC1
ENSG00000183018,SPNS2
ENSG00000235292,AL109838.1
ENSG00000136943,CTSV
ENSG00000198569,SLC34A3
ENSG00000159217,IGF2BP1
ENSG00000111266,DUSP16
ENSG00000126353,CCR7
ENSG00000198945,L3MBTL3
ENSG00000055147,FAM114A2
ENSG00000206579,XKR4
ENSG00000142173,COL6A2
ENSG00000137975,CLCA2
ENSG00000010704,HFE
ENSG00000290404,
ENSG00000245937,LINC01184
ENSG00000182272,B4GALNT4
ENSG00000100055,CYTH4
ENSG00000064687,ABCA7
ENSG00000099337,KCNK6
ENSG00000118507,AKAP7
ENSG00000171873,ADRA1D
ENSG00000179023,KLHDC7A
ENSG00000145439,CBR4
ENSG00000118322,ATP10B
ENSG00000184232,OAF
ENSG00000133639,BTG1
ENSG00000203709,MIR29B2CHG
ENSG00000097007,ABL1
ENSG00000275395,FCGBP
ENSG00000070915,SLC12A3
ENSG00000018189,RUFY3
ENSG00000204464,C1orf195
ENSG00000095739,BAMBI
ENSG00000269834,ZNF528-AS1
ENSG00000171862,PTEN
ENSG00000203879,GDI1
ENSG00000177875,CCDC184
ENSG00000132718,SYT11
ENSG00000261795,AC093627.7
ENSG00000150636,CCDC102B
ENSG00000179314,WSCD1
ENSG00000179219,LINC00311
ENSG00000095380,NANS
ENSG00000147119,CHST7
ENSG00000198771,RCSD1
ENSG00000165868,HSPA12A
ENSG00000228133,AC099684.1
ENSG00000109756,RAPGEF2
ENSG00000198931,APRT
ENSG00000198768,APCDD1L
ENSG00000128591,FLNC
ENSG00000250493,AP004147.1
ENSG00000221946,FXYD7
ENSG00000123384,LRP1
ENSG00000076258,FMO4
ENSG00000260139,CSPG4P13
ENSG00000134070,IRAK2
ENSG00000163710,PCOLCE2
ENSG00000167549,CORO6
ENSG00000085831,TTC39A
ENSG00000169306,IL1RAPL1
ENSG00000269506,AC110792.2
ENSG00000146757,ZNF92
ENSG00000180739,S1PR5
ENSG00000105655,ISYNA1
ENSG00000250993,AC020551.1
ENSG00000254726,MEX3A
ENSG00000196189,SEMA4A
ENSG00000106992,AK1
ENSG00000128606,LRRC17
ENSG00000172689,MS4A10
ENSG00000143365,RORC
ENSG00000149575,SCN2B
ENSG00000235609,AF127577.4
ENSG00000100266,PACSIN2
ENSG00000234537,AL354751.1
ENSG00000247828,TMEM161B-AS1
ENSG00000279110,AL022323.4
ENSG00000183862,CNGA2
ENSG00000100321,SYNGR1
ENSG00000117519,CNN3
ENSG00000116641,DOCK7
ENSG00000135723,FHOD1
ENSG00000125968,ID1
ENSG00000287038,
ENSG00000172548,NIPAL4
ENSG00000204396,VWA7
ENSG00000283511,AC137936.2
ENSG00000136002,ARHGEF4
ENSG00000136167,LCP1
ENSG00000128011,LRFN1
ENSG00000170017,ALCAM
ENSG00000163638,ADAMTS9
ENSG00000255874,LINC00346
ENSG00000267432,DNAH17-AS1
ENSG00000197415,VEPH1
ENSG00000070748,CHAT
ENSG00000123595,RAB9A
ENSG00000248546,ANP32C
ENSG00000172086,KRCC1
ENSG00000228801,AC064807.1
ENSG00000206820,RNU1-138P
ENSG00000129757,CDKN1C
ENSG00000172232,AZU1
ENSG00000116014,KISS1R
ENSG00000227744,LINC01940
ENSG00000124493,GRM4
ENSG00000285094,AP000439.5
ENSG00000172379,ARNT2
ENSG00000112769,LAMA4
ENSG00000171121,KCNMB3
ENSG00000120885,CLU
ENSG00000136051,WASHC4
ENSG00000289184,
ENSG00000087494,PTHLH
ENSG00000068912,ERLEC1
ENSG00000168389,MFSD2A
ENSG00000233499,OR5B1P
ENSG00000115295,CLIP4
ENSG00000139880,CDH24
ENSG00000166165,CKB
ENSG00000149257,SERPINH1
ENSG00000123405,NFE2
ENSG00000162576,MXRA8
ENSG00000104447,TRPS1
ENSG00000163283,ALPP
ENSG00000167103,PIP5KL1
ENSG00000236499,LINC00896
ENSG00000175264,CHST1
ENSG00000226149,AL356124.1
ENSG00000130829,DUSP9
ENSG00000126016,AMOT
ENSG00000168071,CCDC88B
ENSG00000235563,AL445183.2
ENSG00000225028,AC096541.1
ENSG00000107736,CDH23
ENSG00000169855,ROBO1
ENSG00000224940,PRRT4
ENSG00000139737,SLAIN1
ENSG00000151718,WWC2
ENSG00000278970,HEIH
ENSG00000250510,GPR162
ENSG00000166925,TSC22D4
ENSG00000134986,NREP
ENSG00000107485,GATA3
ENSG00000255529,POLR2M
ENSG00000232528,AL109809.1
ENSG00000235033,AL590999.1
ENSG00000287315,
ENSG00000153113,CAST
ENSG00000171724,VAT1L
ENSG00000196154,S100A4
ENSG00000139318,DUSP6
ENSG00000181085,MAPK15
ENSG00000138172,CALHM2
ENSG00000225756,DBH-AS1
ENSG00000181027,FKRP
ENSG00000242512,LINC01206
ENSG00000164823,OSGIN2
ENSG00000107863,ARHGAP21
ENSG00000171033,PKIA
ENSG00000087502,ERGIC2
ENSG00000106003,LFNG
ENSG00000120910,PPP3CC
ENSG00000166948,TGM6
ENSG00000178150,ZNF114
ENSG00000115112,TFCP2L1
ENSG00000233077,LINC01271
ENSG00000283031,AC009242.1
ENSG00000142875,PRKACB
ENSG00000196376,SLC35F1
ENSG00000143375,CGN
ENSG00000234546,LINC01759
ENSG00000151746,BICD1
ENSG00000068831,RASGRP2
ENSG00000145675,PIK3R1
ENSG00000179044,EXOC3L1
ENSG00000129116,PALLD
ENSG00000197561,ELANE
ENSG00000134343,ANO3
ENSG00000102531,FNDC3A
ENSG00000091483,FH
ENSG00000099953,MMP11
ENSG00000075618,FSCN1
ENSG00000287153,
ENSG00000139173,TMEM117
ENSG00000167207,NOD2
ENSG00000020633,RUNX3
ENSG00000276980,AC008760.2
ENSG00000235501,AC105942.1
ENSG00000204241,AP000911.1
ENSG00000176399,DMRTA1
ENSG00000160460,SPTBN4
ENSG00000094841,UPRT
ENSG00000101974,ATP11C
ENSG00000151962,RBM46
ENSG00000162733,DDR2
ENSG00000153956,CACNA2D1
ENSG00000037749,MFAP3
ENSG00000256802,AC022613.1
ENSG00000179862,CITED4
ENSG00000150667,FSIP1
ENSG00000119698,PPP4R4
ENSG00000183196,CHST6
ENSG00000171357,LURAP1
ENSG00000196428,TSC22D2
ENSG00000102096,PIM2
ENSG00000260328,AC104024.2
ENSG00000182162,P2RY8
ENSG00000128274,A4GALT
ENSG00000214145,LINC00887
ENSG00000006453,BAIAP2L1
ENSG00000143502,SUSD4
ENSG00000162399,BSND
ENSG00000033122,LRRC7
ENSG00000132879,FBXO44
ENSG00000245750,DRAIC
ENSG00000114423,CBLB
ENSG00000139793,MBNL2
ENSG00000165171,METTL27
ENSG00000118496,FBXO30
ENSG00000163428,LRRC58
ENSG00000259820,AC083843.3
ENSG00000279118,AC093535.2
ENSG00000152128,TMEM163
ENSG00000112183,RBM24
ENSG00000290450,
ENSG00000071205,ARHGAP10
ENSG00000120949,TNFRSF8
ENSG00000087250,MT3
ENSG00000196139,AKR1C3
ENSG00000113657,DPYSL3
ENSG00000249518,AC011352.2
ENSG00000284713,AP003071.5
ENSG00000142156,COL6A1
ENSG00000159733,ZFYVE28
ENSG00000289417,
ENSG00000185955,C7orf61
ENSG00000157851,DPYSL5
ENSG00000087448,KLHL42
ENSG00000205414,AC007608.1
ENSG00000181409,AATK
ENSG00000168672,FAM84B
ENSG00000106526,ACTR3C
ENSG00000133110,POSTN
ENSG00000064989,CALCRL
ENSG00000009694,TENM1
ENSG00000196396,PTPN1
ENSG00000165186,PTCHD1
ENSG00000242258,LINC00996
ENSG00000172236,TPSAB1
ENSG00000168243,GNG4
ENSG00000163875,MEAF6
ENSG00000237716,AL136309.3
ENSG00000056558,TRAF1
ENSG00000224963,U82695.1
ENSG00000066827,ZFAT
ENSG00000075073,TACR2
ENSG00000231185,SPRY4-AS1
ENSG00000287161,
ENSG00000135919,SERPINE2
ENSG00000120162,MOB3B
ENSG00000079150,FKBP7
ENSG00000254872,AC139749.1
ENSG00000196850,PPTC7
ENSG00000269887,AL391001.1
ENSG00000164855,TMEM184A
ENSG00000182718,ANXA2
ENSG00000074966,TXK
ENSG00000140538,NTRK3
ENSG00000229544,NKX1-2
ENSG00000279096,AL356289.3
ENSG00000277301,AL034550.2
ENSG00000162490,DRAXIN
