"seqnames","start","end","width","strand","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr1",7331691,7332969,1279,"*",155.092058170429,-2.60581865361287,0.455752393011062,-5.71761924582945,1.0802686418286e-08,6.02320223808531e-06,"Intron (ENST00000303635.12/23261, intron 5 of 22)",1,7368942,7370270,1329,1,"23261","ENST00000427317.1",-35973
"chr1",7388987,7390368,1382,"*",85.6089301497609,2.63078759078288,0.460039813153097,5.71860851075378,1.07399921830173e-08,6.02320223808531e-06,"Promoter (<=1kb)",1,7382487,7389754,7268,2,"102725193","ENST00000618051.1",0
"chr1",7401857,7402467,611,"*",161.343133058368,-1.81152955300219,0.317132423828756,-5.71221804169849,1.11513081014562e-08,6.16286096707916e-06,"Intron (ENST00000303635.12/23261, intron 5 of 22)",1,7382487,7389754,7268,2,"102725193","ENST00000618051.1",-12103
"chr1",7526392,7527329,938,"*",28.7452068450556,4.91360406997589,0.862672045871246,5.6957960948108,1.22797568262368e-08,6.72899454357029e-06,"Intron (ENST00000303635.12/23261, intron 6 of 22)",1,7441096,7441554,459,2,"101928836","ENST00000440032.1",-84838
"chr1",7702650,7703196,547,"*",127.988483157495,1.90992208679238,0.335689423155172,5.68955098090629,1.27373858662391e-08,6.90056410077444e-06,"Promoter (1-2kb)",1,7704716,7762985,58270,1,"23261","ENST00000710284.1",-1520
"chr1",7744520,7745232,713,"*",103.135178619853,2.35304706923921,0.413709734052685,5.68767634783174,1.28779592015027e-08,6.90056410077444e-06,"Promoter (<=1kb)",1,7744914,7767856,22943,1,"23261","ENST00000490905.5",0
"chr1",7752322,7753560,1239,"*",64.8688736612338,2.87717836972393,0.505903133447221,5.68721199672919,1.29130118029988e-08,6.90056410077444e-06,"Promoter (1-2kb)",1,7751306,7767815,16510,1,"23261","ENST00000700449.1",1016
"chr1",7760920,7761421,502,"*",154.894555880831,-1.85207512961149,0.325970554848935,-5.68172524193114,1.33342754969073e-08,7.03907470766312e-06,"3' UTR",1,7751306,7767815,16510,1,"23261","ENST00000700449.1",9614
"chr1",7784830,7785579,750,"*",108.931570354057,2.24200992188847,0.394649671971413,5.68101301260138,1.33899288449384e-08,7.03907470766312e-06,"Promoter (<=1kb)",1,7785523,7788338,2816,1,"8863","ENST00000473653.1",0
"chr1",7806254,7807258,1005,"*",151.780487436705,-1.70645507492891,0.300536025481347,-5.67803833898382,1.3624818155004e-08,7.10479328000577e-06,"Intron (ENST00000377532.8/8863, intron 10 of 21)",1,7803051,7810347,7297,1,"8863","ENST00000463106.1",3203
"chr1",7829867,7830708,842,"*",65.889554694319,2.76049424872916,0.486874112119515,5.6698316464432,1.42937905881308e-08,7.39400634575302e-06,"Promoter (2-3kb)",1,7810242,7827342,17101,2,"124903833","ENST00000451646.1",-2525
"chr1",7893476,7894655,1180,"*",126.200594838196,2.13231339171453,0.376443765964209,5.6643610135312,1.47573419511482e-08,7.57321022145391e-06,"Distal Intergenic",1,7843083,7853512,10430,2,"10911","ENST00000377516.6",-39964
"chr1",7899637,7900310,674,"*",58.5063158311417,2.76523403830682,0.488469707411369,5.66101438093491,1.50480814428265e-08,7.61596387439373e-06,"Distal Intergenic",1,7921800,7935100,13301,2,"3604","ENST00000474475.1",34790
"chr1",7901753,7902912,1160,"*",85.2235530024299,2.34333063058198,0.413965265865883,5.66069384029232,1.50762186777563e-08,7.61596387439373e-06,"Distal Intergenic",1,7921800,7935100,13301,2,"3604","ENST00000474475.1",32188
"chr1",7940914,7941444,531,"*",170.116182218496,-2.17869196679916,0.385471355496089,-5.65202040497991,1.58572760657267e-08,7.93634675398854e-06,"Promoter (<=1kb)",1,7915871,7940839,24969,2,"3604","ENST00000377507.8",-75
"chr1",7960812,7961674,863,"*",468.710673506896,-1.66094022162739,0.293922053173068,-5.65095474700359,1.59559097140241e-08,7.93634675398854e-06,"Promoter (<=1kb)",1,7961663,7971048,9386,1,"11315","ENST00000460192.5",0
"chr1",7975167,7975719,553,"*",43.0824418296257,3.23042490578429,0.572847329433274,5.63924232479219,1.70800031728005e-08,8.43061133707218e-06,"Intron (ENST00000493373.5/11315, intron 5 of 6)",1,7965351,7985282,19932,1,"11315","ENST00000469225.1",9816
"chr1",8004315,8005566,1252,"*",216.001474777235,-1.63952855724179,0.290847025814625,-5.637082080003,1.72955688229759e-08,8.47233920956396e-06,"3' UTR",1,7999540,8002961,3422,1,"124903834","ENST00000642135.1",4775
"chr1",8026797,8028381,1585,"*",67.2985147154351,2.81313706064479,0.49941467207513,5.6328682714824,1.77236836711004e-08,8.55247096908228e-06,"Promoter (<=1kb)",1,8026738,8122702,95965,1,"121832806","ENST00000445300.1",59
"chr1",8040583,8041429,847,"*",65.0530211521379,3.18903888666923,0.566045669364101,5.63388973587911,1.7618969589701e-08,8.55247096908228e-06,"Intron (ENST00000445300.1/121832806, intron 2 of 2)",1,8026738,8122702,95965,1,"121832806","ENST00000445300.1",13845
"chr1",8056164,8056927,764,"*",52.2708483579187,2.99254914933968,0.531396429196162,5.63148147959233,1.78668165065986e-08,8.55767571950499e-06,"Intron (ENST00000445300.1/121832806, intron 2 of 2)",1,8026738,8122702,95965,1,"121832806","ENST00000445300.1",29426
"chr1",8076998,8078642,1645,"*",95.6069718167181,2.15562832337807,0.383432789584986,5.62191962171843,1.88847132731901e-08,8.97870915410108e-06,"Intron (ENST00000445300.1/121832806, intron 2 of 2)",1,8026738,8122702,95965,1,"121832806","ENST00000445300.1",50260
"chr1",8089562,8091653,2092,"*",197.903553089245,-1.85236755559641,0.329669621205637,-5.61886032696039,1.92221166233232e-08,9.07241812394675e-06,"Intron (ENST00000445300.1/121832806, intron 2 of 2)",1,8026738,8122702,95965,1,"121832806","ENST00000445300.1",62824
"chr1",8094089,8094634,546,"*",119.418681987114,2.20129984842928,0.392029934738119,5.61513204316854,1.96412197959961e-08,9.20305009586162e-06,"Intron (ENST00000445300.1/121832806, intron 2 of 2)",1,8026738,8122702,95965,1,"121832806","ENST00000445300.1",67351
"chr1",8121438,8122778,1341,"*",50.9684824724136,3.49151009235604,0.621994464344966,5.61341023514256,1.9837753307536e-08,9.2282659468963e-06,"Exon (ENST00000445300.1/121832806, exon 3 of 3)",1,8201518,8215207,13690,1,"102724539","ENST00000670361.1",-78740
"chr1",8137288,8138151,864,"*",332.504292008484,1.38849819589015,0.247539778050909,5.60919221477445,2.0327315876937e-08,9.38846122799019e-06,"Distal Intergenic",1,8201518,8215207,13690,1,"102724539","ENST00000670361.1",-63367
"chr1",8154164,8156151,1988,"*",91.8779807307039,2.21662295699185,0.395293781042753,5.60753308879431,2.05230785562911e-08,9.41165093991728e-06,"Distal Intergenic",1,8201518,8215207,13690,1,"102724539","ENST00000670361.1",-45367
"chr1",8182059,8184097,2039,"*",37.3728335833248,3.9745319629022,0.709232453412963,5.60399054467402,2.09472139662513e-08,9.53403825971539e-06,"Distal Intergenic",1,8201518,8215207,13690,1,"102724539","ENST00000670361.1",-17421
"chr1",8197681,8198509,829,"*",56.2783795106186,2.63201350908353,0.469762840856513,5.60285590977057,2.1084849772495e-08,9.53403825971539e-06,"Distal Intergenic",1,8201518,8215207,13690,1,"102724539","ENST00000670361.1",-3009
"chr1",8211702,8212660,959,"*",158.804886937707,2.11165570726717,0.37753606523292,5.59325558993785,2.22850855673542e-08,1.00067772074353e-05,"Intron (ENST00000670361.1/102724539, intron 4 of 4)",1,8208672,8215210,6539,1,"102724539","ENST00000452982.1",3030
"chr1",8238058,8238590,533,"*",50.0119169196904,-2.76028683064235,0.493860640003079,-5.58920190648346,2.28115594418188e-08,1.01186948823168e-05,"Distal Intergenic",1,8208672,8215210,6539,1,"102724539","ENST00000452982.1",29386
"chr1",8257449,8257951,503,"*",75.1270476026548,2.26860719822892,0.405910827351871,5.58892999486889,2.28473029000209e-08,1.01186948823168e-05,"Distal Intergenic",1,8208672,8215210,6539,1,"102724539","ENST00000452982.1",48777
"chr1",8282053,8282697,645,"*",38.3120831391836,3.76162165453368,0.674359598750695,5.5780649693463,2.43208824670109e-08,1.06980447700639e-05,"Distal Intergenic",1,8318114,8344165,26052,1,"50651","ENST00000471889.7",-35417
"chr1",8373542,8374768,1227,"*",46.2481838166449,3.44162646267726,0.617264339890561,5.57561200325852,2.4666114316968e-08,1.07765920124964e-05,"Intron (ENST00000337907.7/473, intron 13 of 23)",1,8363710,8364838,1129,2,"473","ENST00000464367.1",-8704
"chr1",8384318,8384920,603,"*",29.0656502940253,4.91603871779091,0.883721816811775,5.56288033662746,2.65357859177243e-08,1.15156406256776e-05,"Intron (ENST00000337907.7/473, intron 13 of 23)",1,8363710,8364838,1129,2,"473","ENST00000464367.1",-19480
"chr1",8396871,8398307,1437,"*",66.4047474408827,2.49402064898634,0.448783936251279,5.55728591762676,2.74001731015673e-08,1.18114839528029e-05,"Intron (ENST00000337907.7/473, intron 13 of 23)",1,8365855,8423419,57565,2,"473","ENST00000460659.5",25112
"chr1",8412095,8412793,699,"*",107.377434760378,2.42869580913762,0.437434582815991,5.55213488952534,2.82201695279545e-08,1.20843998797819e-05,"Intron (ENST00000337907.7/473, intron 13 of 23)",1,8365855,8423419,57565,2,"473","ENST00000460659.5",10626
"chr1",8422439,8423175,737,"*",49.4992538769653,3.63852996462277,0.655904030719502,5.54735112792558,2.90029923188389e-08,1.21776784826522e-05,"Promoter (<=1kb)",1,8365855,8423419,57565,2,"473","ENST00000460659.5",244
"chr1",8424369,8425444,1076,"*",84.37743127901,-2.38856271809377,0.43044486311462,-5.54905615741484,2.87215918901946e-08,1.21776784826522e-05,"Promoter (<=1kb)",1,8424645,8434838,10194,1,"102724552","ENST00000449895.5",0
"chr1",8463650,8464675,1026,"*",63.8338196413395,2.91432799784377,0.52528345152591,5.54810548357817,2.88781640206281e-08,1.21776784826522e-05,"Intron (ENST00000337907.7/473, intron 12 of 23)",1,8425638,8430041,4404,1,"102724552","ENST00000444276.1",38012
"chr1",8517064,8518267,1204,"*",73.7484442689665,2.87260483778631,0.517969123519408,5.54589975994712,2.92446341840502e-08,1.21999180062895e-05,"Intron (ENST00000337907.7/473, intron 8 of 23)",1,8511795,8511919,125,2,"124900452","ENST00000408156.1",-5145
"chr1",8525408,8526259,852,"*",202.406634236379,1.91489479565607,0.345461762099448,5.54300071886054,2.97331640916766e-08,1.22019272299688e-05,"Promoter (<=1kb)",1,8352406,8525939,173534,2,"473","ENST00000377464.5",0
"chr1",8563018,8563592,575,"*",192.474140570772,-1.57718580817036,0.284481407847128,-5.54407340748924,2.95514848800839e-08,1.22019272299688e-05,"Intron (ENST00000337907.7/473, intron 5 of 23)",1,8541224,8590841,49618,2,"473","ENST00000469251.1",27249
"chr1",8598258,8599139,882,"*",116.914222635731,-2.14266676311686,0.386587365462959,-5.54251627067766,2.98155689261699e-08,1.22019272299688e-05,"Intron (ENST00000337907.7/473, intron 5 of 23)",1,8541224,8590841,49618,2,"473","ENST00000469251.1",-7417
"chr1",8625983,8627089,1107,"*",72.681682722251,2.51429448374232,0.454156071168154,5.53619040537143,3.09121506636776e-08,1.25711356859375e-05,"Promoter (1-2kb)",1,8556476,8624380,67905,2,"473","ENST00000514428.1",-1603
"chr1",8660272,8662162,1891,"*",59.0544677134712,-2.6722510963073,0.483242358553822,-5.52983621780266,3.2052990771256e-08,1.29536152266262e-05,"Intron (ENST00000337907.7/473, intron 2 of 23)",1,8353943,8656371,302429,2,"473","ENST00000400907.6",-3901
"chr1",8679048,8679660,613,"*",187.124051862323,1.85181318346929,0.335548320228321,5.51876755696242,3.41385394562428e-08,1.37107583837274e-05,"Intron (ENST00000337907.7/473, intron 2 of 23)",1,8353943,8656371,302429,2,"473","ENST00000400907.6",-22677
"chr1",8701068,8702273,1206,"*",144.997232927574,2.01316871757442,0.36495624263054,5.51619203185526,3.46423722322931e-08,1.38272248821747e-05,"Promoter (<=1kb)",1,8656193,8703219,47027,2,"473","ENST00000468247.1",946
"chr1",8720463,8721550,1088,"*",216.736668592606,-1.81033458847391,0.328403900769107,-5.51252462054861,3.53722690198242e-08,1.40319404116003e-05,"Intron (ENST00000337907.7/473, intron 2 of 23)",1,8655992,8724664,68673,2,"473","ENST00000704050.1",3114
"chr1",8726479,8727652,1174,"*",120.103205056624,2.19068729653996,0.39755202890434,5.51044174665021,3.57934257204653e-08,1.41124311006769e-05,"Promoter (1-2kb)",1,8655992,8724664,68673,2,"473","ENST00000704050.1",-1815
"chr1",8745122,8745707,586,"*",174.024965357363,-1.93498722355248,0.351257316042493,-5.50874568351594,3.61399581175288e-08,1.41627020111365e-05,"Intron (ENST00000337907.7/473, intron 2 of 23)",1,8464970,8753838,288869,2,"473","ENST00000480342.5",8131
"chr1",8793477,8793992,516,"*",69.5609724814674,2.53093190316227,0.459684243887249,5.50580520611243,3.67484694821604e-08,1.42293277783463e-05,"Intron (ENST00000337907.7/473, intron 1 of 23)",1,8436770,8817271,380502,2,"473","ENST00000659924.1",23279
"chr1",8811176,8812002,827,"*",60.0190726889945,2.74568166056578,0.498689190340457,5.50579742603061,3.67500926212683e-08,1.42293277783463e-05,"Intron (ENST00000337907.7/473, intron 1 of 23)",1,8436770,8817271,380502,2,"473","ENST00000659924.1",5269
"chr1",8848717,8849612,896,"*",35.0738813280442,5.19632829165648,0.9449161651542,5.4992479579482,3.81414466339146e-08,1.46801433380687e-05,"Promoter (<=1kb)",1,8361158,8848921,487764,2,"473","ENST00000656437.1",0
"chr1",8873585,8874318,734,"*",92.8671335834464,2.19119387703004,0.398714245221427,5.49564983767548,3.89274252752779e-08,1.48940014539926e-05,"Promoter (1-2kb)",1,8866009,8871944,5936,2,"2023","ENST00000645600.1",-1641
"chr1",8880340,8880992,653,"*",40.0105143766231,4.1422513086156,0.754324857353463,5.49133608449366,3.98904441235582e-08,1.51726823969023e-05,"Promoter (1-2kb)",1,8868049,8879190,11142,2,"2023","ENST00000489867.2",-1150
"chr1",8889228,8890640,1413,"*",230.478345846405,1.60556662773682,0.292656685046092,5.48617786565835,4.10723357910018e-08,1.55308672782571e-05,"Distal Intergenic",1,8868049,8879190,11142,2,"2023","ENST00000489867.2",-10038
"chr1",8937575,8938304,730,"*",57.1184937488754,3.06802267734809,0.559332876668032,5.48514633293939,4.13127293028024e-08,1.55309441247006e-05,"Distal Intergenic",1,8945867,8967745,21879,1,"765","ENST00000549778.5",-7563
"chr1",9078079,9079390,1312,"*",266.341666600669,-1.52059183570814,0.277279171959703,-5.48397423780942,4.15875360858832e-08,1.55438824904583e-05,"Intron (ENST00000486632.5/6518, intron 2 of 6)",1,9082696,9082879,184,1,"124900441","ENST00000516595.1",-3306
"chr1",9084820,9086173,1354,"*",38.567268585098,3.51372917465622,0.640981768243554,5.48179269479801,4.21037427124952e-08,1.55569720430437e-05,"Promoter (2-3kb)",1,9082696,9082879,184,1,"124900441","ENST00000516595.1",2124
"chr1",9119544,9120979,1436,"*",409.452650504418,-1.82195673277774,0.332340646273635,-5.48219651495058,4.20077227040824e-08,1.55569720430437e-05,"Intron (ENST00000377411.5/80045, intron 1 of 3)",1,9111169,9128781,17613,2,"80045","ENST00000466131.1",7802
"chr1",9127517,9128836,1320,"*",19.3821248335346,7.5593735985082,1.381517841343,5.47178861704717,4.45516046240305e-08,1.63408233018589e-05,"Promoter (<=1kb)",1,9111169,9128781,17613,2,"80045","ENST00000466131.1",0
"chr1",9162773,9164079,1307,"*",87.7225384580837,2.23615525895409,0.408722962875315,5.47107811908344,4.47306061525344e-08,1.63408233018589e-05,"Exon (ENST00000701624.1/ENST00000701624.1, exon 1 of 1)",1,9151668,9151777,110,2,"407040","ENST00000385130.1",-10996
"chr1",9233407,9234582,1176,"*",63.1065155686554,2.60694715048672,0.476754104239676,5.46811684955342,4.54842009360979e-08,1.65227748130844e-05,"Promoter (<=1kb)",1,9234774,9271337,36564,1,"9563","ENST00000377403.7",-192
"chr1",9239716,9241041,1326,"*",160.600774020417,1.97799536212439,0.362114613881343,5.46234613655369,4.69882746983608e-08,1.69737923478811e-05,"Promoter (<=1kb)",1,9239844,9267898,28055,1,"9563","ENST00000602477.1",0
"chr1",9275119,9276029,911,"*",120.891885995964,1.90257674222369,0.348768141095799,5.45513341971534,4.89360879629638e-08,1.75792021320733e-05,"Distal Intergenic",1,9292894,9369532,76639,1,"80176","ENST00000328089.11",-16865
"chr1",9302930,9303649,720,"*",67.7328511650442,2.52150712861296,0.462816578999029,5.4481780537474,5.08884020970133e-08,1.8179530209917e-05,"Intron (ENST00000328089.11/80176, intron 1 of 2)",1,9294528,9356497,61970,1,"80176","ENST00000450402.1",8402
"chr1",9412967,9414028,1062,"*",85.9971996691245,2.24310610991463,0.411956134701862,5.44501203153097,5.18018840830122e-08,1.8404184762042e-05,"Distal Intergenic",1,9426975,9428916,1942,2,"100506022","ENST00000641507.1",14888
"chr1",9438690,9439490,801,"*",30.2658222051302,3.79329222567418,0.697111958432902,5.44143903972247,5.28518792951045e-08,1.86746194923538e-05,"Promoter (1-2kb)",1,9426649,9440564,13916,2,"100506022","ENST00000641940.1",1074
"chr1",9452573,9453873,1301,"*",94.5532901964098,1.94820072274124,0.358195925175371,5.43892486154725,5.36030539355575e-08,1.88371036441689e-05,"Distal Intergenic",1,9426649,9440564,13916,2,"100506022","ENST00000641940.1",-12009
"chr1",9472883,9473545,663,"*",135.192118786753,1.85663168230082,0.341461184843376,5.43731400437925,5.40897659148436e-08,1.89053965071335e-05,"Distal Intergenic",1,9426649,9440564,13916,2,"100506022","ENST00000641940.1",-32319
"chr1",9495138,9495831,694,"*",117.178527441376,2.09541422224511,0.385828822121773,5.43094269298464,5.6057135321492e-08,1.94876904678656e-05,"Distal Intergenic",1,9539465,9585173,45709,1,"84275","ENST00000302692.7",-43634
"chr1",9519695,9520936,1242,"*",22.636305289198,7.77944967263223,1.43351210961118,5.42684614972824,5.7358528420448e-08,1.98334748994363e-05,"Distal Intergenic",1,9539465,9585173,45709,1,"84275","ENST00000302692.7",-18529
"chr1",9539100,9541210,2111,"*",77.8325710978591,2.35978853998971,0.434931233878233,5.42565894600795,5.77411201824758e-08,1.98595668729738e-05,"Promoter (<=1kb)",1,9539465,9585173,45709,1,"84275","ENST00000302692.7",0
"chr1",9664503,9665505,1003,"*",134.627223662759,2.34156085834535,0.432011104931478,5.42014043531762,5.9552235306249e-08,2.03741115721554e-05,"Exon (ENST00000698711.1/5293, exon 2 of 6)",1,9652610,9654586,1977,2,"644997","ENST00000377320.3",-9917
"chr1",9676483,9677132,650,"*",60.6339687385886,2.71346625602385,0.501020912089103,5.41587424905985,6.09899562876778e-08,2.0751691782878e-05,"Intron (ENST00000698706.1/5293, intron 2 of 4)",1,9672405,9687583,15179,2,"101929074","ENST00000415330.4",10451
"chr1",9699356,9701129,1774,"*",220.981471595018,2.01311875601452,0.371833059334079,5.41403919172717,6.16186700223098e-08,2.0751691782878e-05,"Intron (ENST00000698706.1/5293, intron 3 of 4)",1,9710198,9727232,17035,1,"5293","ENST00000361110.6",-9069
"chr1",9737244,9738336,1093,"*",140.613755882444,1.79883037273983,0.332219581891157,5.4145826158109,6.14318345712093e-08,2.0751691782878e-05,"3' UTR",1,9729028,9733486,4459,2,"22883","ENST00000477264.1",-3758
"chr1",9755374,9755889,516,"*",151.170190793143,2.2022754041133,0.406981897811477,5.41123675513804,6.25909541531237e-08,2.08618231262636e-05,"Intron (ENST00000377298.9/22883, intron 3 of 18)",1,9729028,9751581,22554,2,"22883","ENST00000435891.5",-3793
