"","CHR","START","END","GFP_1","GFP_3","YAF_2","YAF_3"
"645",1,41810482,41814555,125,105,312,232
"646",1,41821077,41824653,93,72,243,184
"647",1,41846491,41849069,71,50,180,136
"648",1,41855642,41857735,63,54,193,139
"649",1,41873975,41875907,80,92,159,119
"650",1,41900125,41906080,158,159,450,305
"651",1,41915577,41921771,186,187,579,415
"652",1,41952918,41960707,183,178,611,513
"653",1,42161383,42175978,715,732,1115,694
"654",1,42462831,42464095,53,52,91,103
"655",1,42764494,42768072,117,103,285,201
"656",1,42922801,42964096,1373,1311,3466,2339
"657",1,43020805,43023487,96,114,280,204
"658",1,43302215,43320170,1007,991,1086,596
"659",1,43357974,43369083,543,559,905,617
"660",1,43520520,43523695,106,110,251,154
"661",1,43575012,43585472,439,451,522,349
"662",1,43594592,43610215,888,816,824,541
"663",1,43649592,43651988,113,91,265,192
"664",1,43762888,43767481,86,83,345,276
"665",1,43782258,43784334,52,49,219,181
"666",1,43830445,43839768,259,267,939,747
"667",1,43849800,43855040,114,93,390,220
"668",1,43858012,43864922,359,358,648,432
"669",1,43876607,43880542,146,154,312,222
"670",1,43929691,43940230,499,528,759,493
"671",1,43969617,43987647,893,906,1194,688
"672",1,43990109,44004232,800,773,813,561
"673",1,44005065,44008686,267,275,325,245
"674",1,44009759,44018016,711,601,647,438
"675",1,44019376,44037253,957,929,1212,762
"676",1,44327521,44330499,109,97,291,239
"677",1,44405035,44409105,184,147,360,197
"678",1,44420410,44425955,239,209,541,414
"679",1,44495819,44502748,211,190,580,405
"680",1,44531655,44533313,55,44,228,175
"681",1,44591769,44595680,214,185,297,180
"682",1,44648617,44658219,409,383,622,403
"683",1,44670990,44675024,178,193,397,283
"684",1,44705829,44709017,166,148,299,217
"685",1,44714927,44717812,103,93,165,121
"686",1,44789855,44794082,228,231,279,205
"687",1,44799771,44814103,656,568,752,482
"688",1,45007313,45015511,384,349,591,344
"689",1,45015872,45020795,205,196,320,206
"690",1,45303571,45305939,108,70,174,135
"691",1,45488594,45492203,198,151,211,199
"692",1,45524496,45526534,44,60,93,75
"693",1,45549843,45552233,74,64,177,110
"694",1,45567012,45570696,176,127,314,224
"695",1,45802691,45806299,74,65,200,151
"696",1,46039309,46041562,63,69,193,143
"697",1,46131703,46135727,110,99,306,245
"698",1,46171185,46176705,341,295,478,294
"699",1,46177959,46186147,344,336,667,456
"700",1,46220070,46226518,186,197,378,303
"701",1,46246560,46249146,93,109,199,158
"702",1,46395660,46416330,1375,1288,1122,771
"703",1,46427691,46463128,2367,2259,2332,1537
"704",1,46464010,46500951,2759,2679,2880,1881
"705",1,46506397,46536341,2937,2726,3061,2019
"706",1,46537785,46562781,1641,1552,1730,1138
"707",1,46603430,46607841,136,136,253,199
"708",1,46610897,46621143,576,472,741,483
"709",1,46721627,46726248,172,166,304,195
"710",1,46747286,46751775,144,150,243,182
"711",1,47172850,47176595,143,133,266,195
"712",1,47178112,47195411,969,909,1133,710
"713",1,47217747,47236172,1218,1123,1121,709
"714",1,47387047,47391125,183,145,269,193
"715",1,47434941,47453249,1030,988,1105,688
"716",1,47487707,47490159,107,114,208,130
"717",1,47650272,47653021,116,101,208,149
"718",1,47707355,47728582,1424,1322,1440,941
"719",1,47787820,47796874,453,460,502,383
"720",1,47868213,47874220,202,180,448,296
"721",1,47875068,47878515,101,94,213,155
"722",1,48091919,48094326,77,76,149,100
"723",1,48492007,48495058,72,64,258,192
"724",1,48569956,48573287,147,124,236,163
"725",1,48616579,48620047,122,93,302,254
"726",1,50347332,50349921,120,114,132,114
"727",1,51234824,51238607,97,101,282,200
"728",1,51988957,51993124,235,203,287,170
"729",1,52032299,52033918,90,63,169,113
"730",1,52364341,52366908,72,65,192,114
"731",1,52658799,52663683,209,209,228,215
"732",1,53047014,53049304,46,39,148,133
"733",1,53107474,53128222,1161,1064,1239,781
"734",1,53319143,53333949,749,690,946,573
"735",1,53389146,53394669,263,263,377,240
"736",1,53405654,53415654,540,477,661,392
"737",1,53474758,53491379,1030,928,1076,778
"738",1,53549888,53555354,298,295,643,389
"739",1,53672019,53700591,1651,1549,1780,1177
"740",1,53733379,53736643,123,86,222,171
"741",1,53737798,53741314,169,179,281,186
"742",1,53944714,53947254,86,120,212,129
"743",1,54081611,54083091,40,53,126,74
"744",1,54115992,54130232,742,694,997,659
"745",1,54157067,54163995,357,289,488,326
"746",1,54225620,54231238,304,306,612,348
"747",1,54243582,54255995,596,525,897,635
"748",1,54272719,54278718,327,314,491,284
"749",1,54403098,54410921,284,275,560,354
"750",1,54493596,54502875,412,414,482,362
"751",1,54579502,54587290,467,488,544,367
"752",1,54618590,54620340,97,79,73,68
"753",1,54626343,54628719,129,135,125,94
"754",1,54670385,54675021,290,251,301,197
"755",1,54803534,54817493,762,800,821,559
"756",1,54964844,54967217,41,56,138,92
"757",1,55019059,55022488,204,168,224,196
"758",1,55069382,55071999,83,74,172,117
"759",1,55276772,55277962,72,62,149,86
"760",1,55368240,55370578,65,51,114,76
"761",1,55426464,55431144,158,151,396,331
"762",1,56523779,56528023,80,74,254,179
"763",1,56577020,56580681,167,166,255,156
"764",1,56817995,56822171,185,165,231,140
"765",1,57410388,57412565,59,68,301,255
"766",1,57484017,57486591,44,50,147,125
"767",1,58394967,58399450,208,168,386,260
"768",1,58429386,58434992,141,115,349,270
"769",1,58583444,58587199,81,88,351,274
"770",1,58616867,58620584,78,66,252,179
"771",1,58752917,58757673,65,81,441,296
"772",1,58783001,58787280,100,91,316,225
"773",1,58931632,58933975,51,36,178,134
"774",1,59012638,59020996,189,150,579,371
"775",1,59041869,59044956,41,26,157,105
"776",1,59150320,59154082,46,65,310,233
"777",1,59155183,59157487,24,26,178,150
"778",1,59294378,59297494,56,53,273,143
"779",1,59475965,59478375,50,59,208,166
"780",1,59600492,59602142,29,28,96,93
"781",1,59669691,59673268,79,90,257,216
"782",1,59676299,59679364,53,30,254,214
"783",1,59738043,59740004,51,39,182,137
"784",1,59758152,59759912,41,27,116,75
"785",1,59971310,59973772,112,111,141,107
"786",1,60874092,60876334,58,52,173,115
"787",1,60968044,60974019,214,186,419,312
"788",1,61076673,61084006,197,209,482,296
"789",1,61156854,61158029,65,52,139,117
"790",1,61332985,61338793,304,285,458,317
"791",1,61951476,61953489,35,45,152,148
"792",1,62227847,62231843,159,174,345,258
"793",1,62282113,62289435,412,353,404,299
"794",1,62294196,62296616,122,115,259,207
"795",1,62298493,62302170,185,171,262,197
"796",1,62315229,62322874,407,438,509,348
"797",1,62689360,62691756,54,56,191,159
"798",1,63660895,63663756,154,118,337,253
"799",1,63673834,63675727,93,81,185,103
"800",1,63713217,63717477,237,232,326,273
"801",1,63730532,63733844,99,103,169,151
"802",1,63744451,63749420,209,183,316,214
"803",1,63770551,63779451,423,354,507,333
"804",1,63891529,63895503,86,63,199,138
"805",1,63920350,63921922,35,37,118,91
"806",1,63982247,63985077,123,122,201,195
"807",1,64136192,64138612,73,58,164,95
"808",1,64341736,64344410,132,113,312,234
"809",1,64345461,64346594,44,57,126,90
"810",1,64623478,64625366,66,61,187,181
"811",1,64744187,64746925,80,56,164,124
"812",1,64932763,64934750,35,42,161,141
"813",1,65172974,65179789,397,346,584,444
"814",1,65418940,65426539,159,151,507,382
"815",1,65468844,65470226,64,53,139,92
"816",1,66240053,66245791,76,79,336,243
"817",1,66260575,66264197,50,42,222,161
"818",1,66725275,66726511,57,32,104,82
"819",1,66923279,66926317,57,41,180,125
"820",1,67338841,67340640,32,34,108,86
"821",1,67478472,67479719,34,34,91,65
"822",1,67499626,67501032,39,40,88,47
"823",1,67682713,67687490,95,102,308,207
"824",1,67713067,67715564,52,58,187,131
"825",1,67766043,67767727,65,75,230,171
"826",1,67849709,67851357,20,40,145,148
"827",1,67852480,67854702,44,29,145,95
"828",1,68103543,68108671,85,90,381,257
"829",1,68111222,68118615,250,255,676,480
"830",1,68172979,68175395,85,81,261,219
"831",1,68317550,68324733,358,320,477,368
"832",1,68329522,68334189,174,169,224,164
"833",1,68495549,68499068,80,80,198,151
"834",1,68818075,68819783,62,66,77,80
"835",1,68954768,68956789,36,41,189,113
"836",1,68968485,68970153,92,89,151,101
"837",1,70410388,70412963,88,66,193,145
"838",1,70528229,70529816,89,77,128,82
"839",1,70685263,70686965,83,75,117,85
"840",1,74504103,74506240,43,37,109,56
"841",1,74649842,74653576,56,63,272,193
"842",1,75614234,75619230,235,207,341,201
"843",1,76867446,76869925,134,129,165,77
"844",1,77039096,77040734,65,71,169,109
"845",1,77055339,77057478,59,37,152,104
"846",1,77473396,77474852,48,35,107,97
"847",1,77513181,77516828,69,80,213,138
"848",1,77538776,77540958,46,38,207,148
"849",1,78490674,78492778,105,94,168,126
"850",1,83996418,83999707,64,73,216,159
"851",1,84252760,84255289,55,43,259,196
"852",1,84365477,84368739,42,46,181,144
"853",1,84632398,84633560,33,28,112,101
"854",1,84846604,84851928,315,271,300,199
"855",1,85061929,85063543,50,52,118,95
"856",1,85275095,85277179,37,50,186,112
"857",1,85289383,85292148,47,53,158,117
"858",1,85297119,85300281,130,142,327,273
"859",1,85312049,85315219,93,75,272,210
"860",1,85318259,85333082,326,329,1076,845
"861",1,85605756,85609816,134,102,376,315
"862",1,85611149,85613502,62,57,196,161
"863",1,85627313,85630920,116,123,285,175
"864",1,85706406,85709051,50,42,199,140
"865",1,86486924,86488144,76,84,141,89
"866",1,86788252,86789368,37,27,118,119
"867",1,87114755,87118315,104,100,247,167
"868",1,87154302,87155410,35,28,101,65
"869",1,87397275,87399953,107,101,233,185
"870",1,88175280,88176447,37,28,108,104
"871",1,88991442,88993893,62,53,171,90
"872",1,89498673,89500353,29,50,153,116
"873",1,89596253,89612132,568,515,1269,902
"874",1,89760588,89764702,224,179,378,221
"875",1,89842532,89845248,98,84,245,193
"876",1,89904290,89908186,37,40,266,184
"877",1,90390456,90392411,29,47,111,84
"878",1,91021148,91022545,40,36,108,75
"879",1,91569631,91571152,72,57,147,102
"880",1,91729175,91737826,434,390,780,554
"881",1,91883409,91888038,252,240,352,198
"882",1,92783685,92785770,56,76,174,101
"883",1,93613646,93621032,149,136,619,388
"884",1,93669462,93673458,86,97,368,233
"885",1,93675533,93682291,170,175,497,349
"886",1,93691101,93706587,503,475,1336,938
"887",1,93720146,93725184,202,194,398,254
"888",1,93738186,93740712,71,82,227,176
"889",1,93753777,93761331,186,201,468,373
"890",1,93779354,93781247,38,45,196,158
"891",1,93987417,93990528,115,117,281,236
"892",1,93991475,93998135,192,172,441,298
"893",1,94044357,94045977,85,76,167,97
"894",1,94067820,94070999,152,140,318,224
"895",1,94264503,94267178,84,60,258,221
"896",1,94299029,94301883,57,57,235,178
"897",1,94416246,94420268,56,61,293,205
"898",1,94537486,94545518,199,209,553,356
"899",1,94579135,94580726,49,45,184,134
"900",1,94599556,94607272,166,167,523,347
"901",1,94619719,94626501,266,221,588,366
"902",1,94653331,94658732,118,83,366,243
"903",1,94725457,94732571,234,198,493,380
"904",1,94779858,94786269,378,305,451,389
"905",1,94852494,94856293,178,142,354,232
"906",1,94875543,94877081,64,73,124,98
"907",1,94983196,94984845,22,25,91,80
"908",1,95072591,95074073,29,30,99,69
"909",1,96362035,96363186,32,47,143,153
"910",1,96416022,96417354,28,32,109,98
"911",1,96522122,96523224,16,27,82,86
"912",1,97919668,97921673,32,30,114,102
"913",1,98048057,98051486,48,70,219,120
"914",1,100188056,100190630,81,96,220,186
"915",1,100351068,100356254,152,160,385,292
"916",1,100596591,100598096,21,11,103,95
"917",1,100622047,100624015,30,29,153,126
"918",1,101314160,101316035,89,73,195,165
"919",1,101357288,101360358,96,85,157,125
"920",1,101465962,101467439,32,30,101,54
"921",1,107528025,107530903,51,57,118,104
"922",1,108125555,108127006,36,41,92,73
"923",1,108559577,108562465,60,62,149,91
"924",1,108718853,108721228,65,51,240,181
"925",1,108745524,108747663,44,29,111,75
"926",1,108828250,108831513,71,70,304,203
"927",1,109197237,109201876,173,186,416,304
"928",1,109235273,109245199,436,438,673,472
"929",1,109246114,109278576,2245,2109,2734,1719
"930",1,109425201,109427000,70,54,144,90
"931",1,109504485,109511782,417,358,456,269
"932",1,109526076,109533316,500,441,525,373
"933",1,109615897,109617955,60,43,188,116
"934",1,109636202,109643985,329,339,540,333
"935",1,109654630,109658173,197,188,300,177
"936",1,109667011,109669736,114,101,136,101
"937",1,109756930,109779135,1251,1251,1501,983
"938",1,109801957,109804905,148,136,337,223
"939",1,109806027,109809173,164,130,351,229
"940",1,109813898,109825197,510,484,1053,697
"941",1,109827555,109829848,99,75,243,185
"942",1,109872229,109874311,69,53,210,166
"943",1,109875391,109879097,102,94,218,156
"944",1,109900268,109916667,1008,981,1673,996
"945",1,109920305,109936020,807,775,1670,1113
"946",1,110010991,110012920,41,30,128,90
"947",1,110051535,110054252,147,125,177,114
"948",1,110075970,110091055,773,756,831,624
"949",1,110091707,110122343,1703,1527,1655,1133
"950",1,110154616,110156751,82,89,134,86
"951",1,110186664,110246554,3672,3335,3934,2563
"952",1,110257776,110260353,143,97,157,113
"953",1,110337703,110342299,123,169,302,240
"954",1,110452436,110462001,564,524,601,408
"955",1,110476722,110499723,1337,1286,1546,1032
"956",1,110512454,110514817,114,98,118,79
"957",1,110602789,110621159,1045,917,1096,726
"958",1,110630679,110635957,212,224,416,274
"959",1,110782246,110784528,76,63,113,92
"960",1,111226487,111230817,91,79,338,233
"961",1,111563562,111566489,50,39,183,128
"962",1,111592192,111593703,46,32,169,122
"963",1,111619431,111620695,69,54,121,76
"964",1,111719160,111749380,1405,1363,2072,1383
"965",1,111947893,111949564,148,132,222,161
"966",1,111981608,111995074,716,688,601,436
"967",1,112011155,112013843,86,99,186,120
"968",1,112355249,112361383,295,290,384,279
"969",1,112369576,112371792,132,146,182,126
"970",1,112501251,112519088,1019,921,1398,955
"971",1,112520213,112528567,242,218,639,431
"972",1,112692415,112724310,1812,1743,2372,1389
"973",1,112799355,112806439,397,387,500,300
"974",1,112807524,112809765,110,100,108,103
"975",1,112877189,112882958,275,247,386,239
"976",1,112955303,112958096,89,106,242,164
"977",1,113041718,113044122,66,57,242,194
"978",1,113145807,113148238,153,160,247,170
"979",1,113388501,113393045,155,125,419,350
"980",1,113657235,113660687,39,45,251,210
"981",1,113811104,113812757,23,35,129,71
"982",1,114344824,114351711,355,326,451,276
"983",1,114352500,114353665,61,69,98,66
"984",1,114507273,114515415,311,304,816,549
"985",1,114521204,114523363,65,41,122,102
"986",1,114651146,114653178,124,91,208,144
"987",1,114668334,114672330,246,241,522,331
"988",1,114755173,114759310,57,54,298,210
"989",1,114779896,114781950,37,43,168,110
"990",1,114890611,114899038,276,267,479,292
"991",1,114955500,114957168,113,112,194,143
"992",1,115051751,115054814,109,82,320,235
"993",1,115060044,115079787,608,617,1756,1332
"994",1,115083498,115092262,361,353,744,453
"995",1,115110763,115116257,255,246,713,491
"996",1,115125889,115145469,631,552,1990,1450
"997",1,115154592,115161063,94,65,403,269
"998",1,115164718,115194752,676,670,2640,1938
"999",1,115210032,115211378,33,20,127,109
"1000",1,115251073,115252899,24,21,148,141
"1001",1,115278850,115309271,981,847,2421,1634
"1002",1,115310157,115357256,1838,1707,3939,2667
"1003",1,115424336,115439108,403,369,1286,931
"1004",1,115447225,115482882,1327,1200,3067,2090
"1005",1,115490953,115502209,377,361,1066,801
"1006",1,115506695,115508976,59,46,200,122
"1007",1,115544357,115548334,146,141,535,423
"1008",1,115593198,115599591,203,235,566,362
"1009",1,115638803,115644723,235,262,530,360
"1010",1,115652289,115658978,175,138,591,380
"1011",1,115665205,115672972,196,180,542,429
"1012",1,115676195,115681162,193,190,439,331
"1013",1,115724622,115728383,68,63,297,236
"1014",1,115771328,115773827,107,100,207,175
"1015",1,115780829,115783663,117,79,291,267
"1016",1,115825468,115830933,135,149,435,290
"1017",1,115975632,115978839,147,116,288,207
"1018",1,116114549,116117730,70,76,268,177
"1019",1,116122867,116124888,42,32,155,121
"1020",1,116138760,116140678,55,43,163,130
"1021",1,116146608,116156829,397,415,900,612
"1022",1,116221450,116225515,194,219,200,183
"1023",1,116260808,116263908,225,187,227,172
"1024",1,116328797,116331707,155,141,248,183
"1025",1,116332611,116337279,166,142,332,223
"1026",1,116344756,116347995,68,85,186,153
"1027",1,116356115,116358022,31,22,124,114
"1028",1,116358902,116360906,35,38,217,184
"1029",1,116371712,116381464,236,253,873,635
"1030",1,116432009,116435168,141,132,292,214
"1031",1,116451729,116455606,195,183,215,172
"1032",1,116469927,116500872,1009,971,3068,2236
"1033",1,116501734,116505279,125,101,405,266
"1034",1,116507880,116511943,108,112,470,375
"1035",1,116535292,116540810,103,125,533,441
"1036",1,116555109,116560412,94,101,296,254
"1037",1,116564606,116583675,582,546,1512,1059
"1038",1,116641642,116647433,202,179,447,417
"1039",1,116661401,116674441,681,647,1082,810
"1040",1,116688946,116695904,313,271,643,441
"1041",1,116707992,116711974,244,221,347,236
"1042",1,116777366,116778745,43,57,130,134
"1043",1,116817702,116822041,77,90,258,193
"1044",1,116824766,116828354,91,110,265,181
"1045",1,116852143,116856164,148,148,350,245
"1046",1,116877471,116879908,141,118,206,169
"1047",1,116980933,116992501,368,355,904,670
"1048",1,117058890,117062892,111,112,412,304
"1049",1,117075539,117079744,109,108,366,303
"1050",1,117090215,117099122,147,142,773,569
"1051",1,117118229,117122869,195,194,405,216
"1052",1,117171644,117173431,69,69,170,154
"1053",1,117282760,117285548,53,47,184,145
"1054",1,117335486,117337616,81,69,125,102
"1055",1,117532279,117543258,360,373,799,596
"1056",1,117604360,117618108,703,692,1101,724
"1057",1,117648254,117661576,670,678,985,661
"1058",1,117668219,117687985,1014,949,1642,1176
"1059",1,117755717,117761343,281,244,514,362
"1060",1,117823158,117829107,158,162,505,383
"1061",1,117928542,117931801,73,56,277,169
"1062",1,117974967,117976996,96,91,207,158
"1063",1,118115149,118125102,127,120,723,500
"1064",1,118140056,118145256,57,51,350,273
"1065",1,118155765,118161485,105,101,346,272
"1066",1,118275072,118276495,33,35,100,83
"1067",1,118332795,118342910,187,171,736,563
"1068",1,118784943,118787109,94,88,252,188
"1069",1,118859044,118866615,311,354,424,324
"1070",1,118941791,118952798,353,365,1224,916
"1071",1,118958652,118961975,122,119,315,223
"1072",1,119080009,119084298,129,164,353,319
"1073",1,119139062,119142799,109,102,370,249
"1074",1,119225638,119229830,195,185,383,285
"1075",1,119273661,119281271,288,293,749,579
"1076",1,119285412,119304674,1339,1182,1734,1285
"1077",1,119325661,119337545,687,628,893,665
