"CHR","START","END","GFP_1","GFP_3","YAF_2","YAF_3"
"1",47172850,47176595,143,133,266,195
"1",47178112,47195411,969,909,1133,710
"1",47217747,47236172,1218,1123,1121,709
"1",47387047,47391125,183,145,269,193
"1",47434941,47453249,1030,988,1105,688
"1",47487707,47490159,107,114,208,130
"1",47650272,47653021,116,101,208,149
"1",47707355,47728582,1424,1322,1440,941
"1",47787820,47796874,453,460,502,383
"1",47868213,47874220,202,180,448,296
"1",47875068,47878515,101,94,213,155
"1",48091919,48094326,77,76,149,100
"1",48492007,48495058,72,64,258,192
"1",48569956,48573287,147,124,236,163
"1",48616579,48620047,122,93,302,254
"1",50347332,50349921,120,114,132,114
"1",51234824,51238607,97,101,282,200
"1",51988957,51993124,235,203,287,170
"1",52032299,52033918,90,63,169,113
"1",52364341,52366908,72,65,192,114
"1",52658799,52663683,209,209,228,215
"1",53047014,53049304,46,39,148,133
"1",53107474,53128222,1161,1064,1239,781
"1",53319143,53333949,749,690,946,573
"1",53389146,53394669,263,263,377,240
"1",53405654,53415654,540,477,661,392
"1",53474758,53491379,1030,928,1076,778
"1",53549888,53555354,298,295,643,389
"1",53672019,53700591,1651,1549,1780,1177
"1",53733379,53736643,123,86,222,171
"1",53737798,53741314,169,179,281,186
"1",53944714,53947254,86,120,212,129
"1",54081611,54083091,40,53,126,74
"1",54115992,54130232,742,694,997,659
"1",54157067,54163995,357,289,488,326
"1",54225620,54231238,304,306,612,348
"1",54243582,54255995,596,525,897,635
"1",54272719,54278718,327,314,491,284
"1",54403098,54410921,284,275,560,354
"1",54493596,54502875,412,414,482,362
"1",54579502,54587290,467,488,544,367
"1",54618590,54620340,97,79,73,68
"1",54626343,54628719,129,135,125,94
"1",54670385,54675021,290,251,301,197
"1",54803534,54817493,762,800,821,559
"1",54964844,54967217,41,56,138,92
"1",55019059,55022488,204,168,224,196
"1",55069382,55071999,83,74,172,117
"1",55276772,55277962,72,62,149,86
"1",55368240,55370578,65,51,114,76
"1",55426464,55431144,158,151,396,331
"1",56523779,56528023,80,74,254,179
"1",56577020,56580681,167,166,255,156
"1",56817995,56822171,185,165,231,140
"1",57410388,57412565,59,68,301,255
"1",57484017,57486591,44,50,147,125
"1",58394967,58399450,208,168,386,260
"1",58429386,58434992,141,115,349,270
"1",58583444,58587199,81,88,351,274
"1",58616867,58620584,78,66,252,179
"1",58752917,58757673,65,81,441,296
"1",58783001,58787280,100,91,316,225
"1",58931632,58933975,51,36,178,134
"1",59012638,59020996,189,150,579,371
"1",59041869,59044956,41,26,157,105
"1",59150320,59154082,46,65,310,233
"1",59155183,59157487,24,26,178,150
"1",59294378,59297494,56,53,273,143
"1",59475965,59478375,50,59,208,166
"1",59600492,59602142,29,28,96,93
"1",59669691,59673268,79,90,257,216
"1",59676299,59679364,53,30,254,214
"1",59738043,59740004,51,39,182,137
"1",59758152,59759912,41,27,116,75
"1",59971310,59973772,112,111,141,107
"1",60874092,60876334,58,52,173,115
"1",60968044,60974019,214,186,419,312
"1",61076673,61084006,197,209,482,296
"1",61156854,61158029,65,52,139,117
"1",61332985,61338793,304,285,458,317
"1",61951476,61953489,35,45,152,148
"1",62227847,62231843,159,174,345,258
"1",62282113,62289435,412,353,404,299
"1",62294196,62296616,122,115,259,207
"1",62298493,62302170,185,171,262,197
"1",62315229,62322874,407,438,509,348
"1",62689360,62691756,54,56,191,159
"1",63660895,63663756,154,118,337,253
"1",63673834,63675727,93,81,185,103
"1",63713217,63717477,237,232,326,273
"1",63730532,63733844,99,103,169,151
"1",63744451,63749420,209,183,316,214
"1",63770551,63779451,423,354,507,333
"1",63891529,63895503,86,63,199,138
"1",63920350,63921922,35,37,118,91
"1",63982247,63985077,123,122,201,195
"1",64136192,64138612,73,58,164,95
"1",64341736,64344410,132,113,312,234
"1",64345461,64346594,44,57,126,90
"1",64623478,64625366,66,61,187,181
"1",64744187,64746925,80,56,164,124
"1",64932763,64934750,35,42,161,141
"1",65172974,65179789,397,346,584,444
"1",65418940,65426539,159,151,507,382
"1",65468844,65470226,64,53,139,92
"1",66240053,66245791,76,79,336,243
"1",66260575,66264197,50,42,222,161
"1",66725275,66726511,57,32,104,82
"1",66923279,66926317,57,41,180,125
"1",67338841,67340640,32,34,108,86
"1",67478472,67479719,34,34,91,65
"1",67499626,67501032,39,40,88,47
"1",67682713,67687490,95,102,308,207
"1",67713067,67715564,52,58,187,131
"1",67766043,67767727,65,75,230,171
"1",67849709,67851357,20,40,145,148
"1",67852480,67854702,44,29,145,95
"1",68103543,68108671,85,90,381,257
"1",68111222,68118615,250,255,676,480
"1",68172979,68175395,85,81,261,219
"1",68317550,68324733,358,320,477,368
"1",68329522,68334189,174,169,224,164
"1",68495549,68499068,80,80,198,151
"1",68818075,68819783,62,66,77,80
"1",68954768,68956789,36,41,189,113
"1",68968485,68970153,92,89,151,101
"1",70410388,70412963,88,66,193,145
"1",70528229,70529816,89,77,128,82
"1",70685263,70686965,83,75,117,85
"1",74504103,74506240,43,37,109,56
"1",74649842,74653576,56,63,272,193
"1",75614234,75619230,235,207,341,201
"1",76867446,76869925,134,129,165,77
"1",77039096,77040734,65,71,169,109
"1",77055339,77057478,59,37,152,104
"1",77473396,77474852,48,35,107,97
"1",77513181,77516828,69,80,213,138
"1",77538776,77540958,46,38,207,148
"1",78490674,78492778,105,94,168,126
"1",83996418,83999707,64,73,216,159
"1",84252760,84255289,55,43,259,196
"1",84365477,84368739,42,46,181,144
"1",84632398,84633560,33,28,112,101
"1",84846604,84851928,315,271,300,199
"1",85061929,85063543,50,52,118,95
"1",85275095,85277179,37,50,186,112
"1",85289383,85292148,47,53,158,117
"1",85297119,85300281,130,142,327,273
"1",85312049,85315219,93,75,272,210
"1",85318259,85333082,326,329,1076,845
"1",85605756,85609816,134,102,376,315
"1",85611149,85613502,62,57,196,161
"1",85627313,85630920,116,123,285,175
"1",85706406,85709051,50,42,199,140
"1",86486924,86488144,76,84,141,89
"1",86788252,86789368,37,27,118,119
"1",87114755,87118315,104,100,247,167
"1",87154302,87155410,35,28,101,65
"1",87397275,87399953,107,101,233,185
"1",88175280,88176447,37,28,108,104
"1",88991442,88993893,62,53,171,90
"1",89498673,89500353,29,50,153,116
"1",89596253,89612132,568,515,1269,902
"1",89760588,89764702,224,179,378,221
"1",89842532,89845248,98,84,245,193
"1",89904290,89908186,37,40,266,184
"1",90390456,90392411,29,47,111,84
"1",91021148,91022545,40,36,108,75
"1",91569631,91571152,72,57,147,102
"1",91729175,91737826,434,390,780,554
"1",91883409,91888038,252,240,352,198
"1",92783685,92785770,56,76,174,101
"1",93613646,93621032,149,136,619,388
"1",93669462,93673458,86,97,368,233
"1",93675533,93682291,170,175,497,349
"1",93691101,93706587,503,475,1336,938
"1",93720146,93725184,202,194,398,254
"1",93738186,93740712,71,82,227,176
"1",93753777,93761331,186,201,468,373
"1",93779354,93781247,38,45,196,158
"1",93987417,93990528,115,117,281,236
"1",93991475,93998135,192,172,441,298
"1",94044357,94045977,85,76,167,97
"1",94067820,94070999,152,140,318,224
"1",94264503,94267178,84,60,258,221
"1",94299029,94301883,57,57,235,178
"1",94416246,94420268,56,61,293,205
"1",94537486,94545518,199,209,553,356
"1",94579135,94580726,49,45,184,134
"1",94599556,94607272,166,167,523,347
"1",94619719,94626501,266,221,588,366
"1",94653331,94658732,118,83,366,243
"1",94725457,94732571,234,198,493,380
"1",94779858,94786269,378,305,451,389
"1",94852494,94856293,178,142,354,232
"1",94875543,94877081,64,73,124,98
"1",94983196,94984845,22,25,91,80
"1",95072591,95074073,29,30,99,69
"1",96362035,96363186,32,47,143,153
"1",96416022,96417354,28,32,109,98
"1",96522122,96523224,16,27,82,86
"1",97919668,97921673,32,30,114,102
"1",98048057,98051486,48,70,219,120
"1",100188056,100190630,81,96,220,186
"1",100351068,100356254,152,160,385,292
"1",100596591,100598096,21,11,103,95
"1",100622047,100624015,30,29,153,126
"1",101314160,101316035,89,73,195,165
"1",101357288,101360358,96,85,157,125
"1",101465962,101467439,32,30,101,54
"1",107528025,107530903,51,57,118,104
"1",108125555,108127006,36,41,92,73
"1",108559577,108562465,60,62,149,91
"1",108718853,108721228,65,51,240,181
"1",108745524,108747663,44,29,111,75
"1",108828250,108831513,71,70,304,203
"1",109197237,109201876,173,186,416,304
"1",109235273,109245199,436,438,673,472
"1",109246114,109278576,2245,2109,2734,1719
"1",109425201,109427000,70,54,144,90
"1",109504485,109511782,417,358,456,269
"1",109526076,109533316,500,441,525,373
"1",109615897,109617955,60,43,188,116
"1",109636202,109643985,329,339,540,333
"1",109654630,109658173,197,188,300,177
"1",109667011,109669736,114,101,136,101
"1",109756930,109779135,1251,1251,1501,983
"1",109801957,109804905,148,136,337,223
"1",109806027,109809173,164,130,351,229
"1",109813898,109825197,510,484,1053,697
"1",109827555,109829848,99,75,243,185
"1",109872229,109874311,69,53,210,166
"1",109875391,109879097,102,94,218,156
"1",109900268,109916667,1008,981,1673,996
"1",109920305,109936020,807,775,1670,1113
"1",110010991,110012920,41,30,128,90
"1",110051535,110054252,147,125,177,114
"1",110075970,110091055,773,756,831,624
"1",110091707,110122343,1703,1527,1655,1133
"1",110154616,110156751,82,89,134,86
"1",110186664,110246554,3672,3335,3934,2563
"1",110257776,110260353,143,97,157,113
"1",110337703,110342299,123,169,302,240
"1",110452436,110462001,564,524,601,408
"1",110476722,110499723,1337,1286,1546,1032
"1",110512454,110514817,114,98,118,79
"1",110602789,110621159,1045,917,1096,726
"1",110630679,110635957,212,224,416,274
"1",110782246,110784528,76,63,113,92
"1",111226487,111230817,91,79,338,233
"1",111563562,111566489,50,39,183,128
"1",111592192,111593703,46,32,169,122
"1",111619431,111620695,69,54,121,76
"1",111719160,111749380,1405,1363,2072,1383
"1",111947893,111949564,148,132,222,161
"1",111981608,111995074,716,688,601,436
"1",112011155,112013843,86,99,186,120
"1",112355249,112361383,295,290,384,279
"1",112369576,112371792,132,146,182,126
"1",112501251,112519088,1019,921,1398,955
"1",112520213,112528567,242,218,639,431
"1",112692415,112724310,1812,1743,2372,1389
"1",112799355,112806439,397,387,500,300
"1",112807524,112809765,110,100,108,103
"1",112877189,112882958,275,247,386,239
"1",112955303,112958096,89,106,242,164
"1",113041718,113044122,66,57,242,194
"1",113145807,113148238,153,160,247,170
"1",113388501,113393045,155,125,419,350
"1",113657235,113660687,39,45,251,210
"1",113811104,113812757,23,35,129,71
"1",114344824,114351711,355,326,451,276
"1",114352500,114353665,61,69,98,66
"1",114507273,114515415,311,304,816,549
"1",114521204,114523363,65,41,122,102
"1",114651146,114653178,124,91,208,144
"1",114668334,114672330,246,241,522,331
"1",114755173,114759310,57,54,298,210
"1",114779896,114781950,37,43,168,110
"1",114890611,114899038,276,267,479,292
"1",114955500,114957168,113,112,194,143
"1",115051751,115054814,109,82,320,235
"1",115060044,115079787,608,617,1756,1332
"1",115083498,115092262,361,353,744,453
"1",115110763,115116257,255,246,713,491
"1",115125889,115145469,631,552,1990,1450
"1",115154592,115161063,94,65,403,269
"1",115164718,115194752,676,670,2640,1938
"1",115210032,115211378,33,20,127,109
"1",115251073,115252899,24,21,148,141
"1",115278850,115309271,981,847,2421,1634
"1",115310157,115357256,1838,1707,3939,2667
"1",115424336,115439108,403,369,1286,931
"1",115447225,115482882,1327,1200,3067,2090
"1",115490953,115502209,377,361,1066,801
"1",115506695,115508976,59,46,200,122
"1",115544357,115548334,146,141,535,423
"1",115593198,115599591,203,235,566,362
"1",115638803,115644723,235,262,530,360
"1",115652289,115658978,175,138,591,380
"1",115665205,115672972,196,180,542,429
"1",115676195,115681162,193,190,439,331
"1",115724622,115728383,68,63,297,236
"1",115771328,115773827,107,100,207,175
"1",115780829,115783663,117,79,291,267
"1",115825468,115830933,135,149,435,290
"1",115975632,115978839,147,116,288,207
"1",116114549,116117730,70,76,268,177
"1",116122867,116124888,42,32,155,121
"1",116138760,116140678,55,43,163,130
"1",116146608,116156829,397,415,900,612
"1",116221450,116225515,194,219,200,183
"1",116260808,116263908,225,187,227,172
"1",116328797,116331707,155,141,248,183
"1",116332611,116337279,166,142,332,223
"1",116344756,116347995,68,85,186,153
"1",116356115,116358022,31,22,124,114
"1",116358902,116360906,35,38,217,184
"1",116371712,116381464,236,253,873,635
"1",116432009,116435168,141,132,292,214
"1",116451729,116455606,195,183,215,172
"1",116469927,116500872,1009,971,3068,2236
"1",116501734,116505279,125,101,405,266
"1",116507880,116511943,108,112,470,375
"1",116535292,116540810,103,125,533,441
"1",116555109,116560412,94,101,296,254
"1",116564606,116583675,582,546,1512,1059
"1",116641642,116647433,202,179,447,417
"1",116661401,116674441,681,647,1082,810
"1",116688946,116695904,313,271,643,441
"1",116707992,116711974,244,221,347,236
"1",116777366,116778745,43,57,130,134
"1",116817702,116822041,77,90,258,193
"1",116824766,116828354,91,110,265,181
"1",116852143,116856164,148,148,350,245
"1",116877471,116879908,141,118,206,169
"1",116980933,116992501,368,355,904,670
"1",117058890,117062892,111,112,412,304
"1",117075539,117079744,109,108,366,303
"1",117090215,117099122,147,142,773,569
"1",117118229,117122869,195,194,405,216
"1",117171644,117173431,69,69,170,154
"1",117282760,117285548,53,47,184,145
"1",117335486,117337616,81,69,125,102
"1",117532279,117543258,360,373,799,596
"1",117604360,117618108,703,692,1101,724
"1",117648254,117661576,670,678,985,661
"1",117668219,117687985,1014,949,1642,1176
"1",117755717,117761343,281,244,514,362
"1",117823158,117829107,158,162,505,383
"1",117928542,117931801,73,56,277,169
"1",117974967,117976996,96,91,207,158
"1",118115149,118125102,127,120,723,500
"1",118140056,118145256,57,51,350,273
"1",118155765,118161485,105,101,346,272
"1",118275072,118276495,33,35,100,83
"1",118332795,118342910,187,171,736,563
"1",118784943,118787109,94,88,252,188
"1",118859044,118866615,311,354,424,324
"1",118941791,118952798,353,365,1224,916
"1",118958652,118961975,122,119,315,223
"1",119080009,119084298,129,164,353,319
"1",119139062,119142799,109,102,370,249
"1",119225638,119229830,195,185,383,285
"1",119273661,119281271,288,293,749,579
"1",119285412,119304674,1339,1182,1734,1285
"1",119325661,119337545,687,628,893,665
"1",119364010,119376913,540,525,1228,858
"1",119436621,119457271,1269,1103,1795,1411
"1",119466066,119484768,1068,1025,1347,1014
"1",119537821,119555940,983,911,1216,960
"1",119562621,119566647,218,189,302,281
"1",119579735,119589346,594,552,803,717
"1",119600055,119615651,728,742,1085,855
"1",119642271,119658368,573,542,1481,1110
"1",119673304,119682646,282,311,839,665
"1",119707724,119716876,601,586,1074,793
"1",119717932,119754298,2075,1861,2864,1902
"1",119763674,119772561,447,376,745,539
"1",119779352,119788421,399,390,770,585
"1",119790357,119809605,1197,1144,1774,1228
"1",119869873,119874974,328,272,547,428
"1",119984714,119989047,49,48,311,226
"1",120178115,120180104,26,30,123,111
"1",120828658,120829900,18,31,103,43
"1",145689203,145694213,100,107,311,204
"1",145706215,145708679,119,98,226,183
"1",145718975,145722238,118,107,233,163
"1",145844825,145848421,199,184,294,214
"1",145856118,145860340,209,197,303,212
"1",145871367,145880117,436,395,461,309
"1",145881079,145886546,292,261,290,200
"1",145889901,145893734,134,119,289,222
"1",145956922,145958412,73,75,135,118
"1",145959407,145965355,389,391,475,385
"1",145977031,145983621,164,132,384,290
"1",145994190,145997388,103,101,208,168
"1",147291826,147293526,25,35,167,138
"1",147492774,147498149,173,164,260,189
"1",147537796,147546077,170,219,663,477
"1",147640652,147642697,89,86,213,137
"1",147669382,147670854,63,75,166,116
"1",147699853,147701034,51,57,131,104
"1",147716571,147719318,89,78,233,159
"1",147888883,147893655,249,217,320,257
"1",149935203,149942646,138,151,451,316
"1",150233446,150237292,90,114,258,244
"1",150255498,150264401,429,402,643,459
"1",150279444,150283934,157,158,350,245
"1",150548207,150565108,1118,1069,1206,813
"1",150628900,150630815,56,72,174,130
"1",150696342,150697628,19,20,83,65
"1",150875650,150877052,44,38,131,78
"1",150976169,150977821,89,84,168,119
"1",150994372,151000685,296,250,508,311
"1",151005653,151007179,88,87,191,132
"1",151046146,151050093,124,151,266,188
"1",151055284,151063197,157,194,518,387
"1",151133684,151148097,982,966,1132,775
"1",151281216,151289705,368,339,461,337
"1",151311142,151316405,207,233,602,432
"1",151494667,151495823,28,29,120,92
"1",151509072,151514547,269,296,413,278
"1",151533732,151538004,196,170,384,278
"1",151539284,151543380,185,176,470,342
"1",151547078,151549654,89,92,286,219
"1",151606186,151608757,61,65,228,141
"1",151611269,151614235,82,88,254,141
"1",151618840,151621497,29,32,128,100
"1",151790052,151791729,101,102,170,129
"1",151810881,151842200,2007,1894,2044,1372
"1",151844216,151854134,525,444,516,369
"1",151991755,151995658,149,129,305,210
"1",152003047,152004704,83,101,153,86
"1",152046408,152048824,77,74,219,170
"1",152051275,152055563,141,149,242,195
"1",152166936,152170743,113,83,333,266
"1",152179353,152187738,258,234,549,454
"1",152438576,152442145,128,131,229,139
"1",153342808,153351203,448,418,512,374
"1",153374091,153376725,98,68,212,137
"1",153490049,153491851,99,85,239,195
"1",153493602,153496125,74,99,161,98
"1",153504548,153512246,241,227,515,383
"1",153531759,153554926,1127,1028,2015,1343
"1",153563692,153573660,326,299,761,529
"1",153606859,153619591,707,693,1202,750
"1",153625946,153632155,323,362,462,308
"1",153677620,153694081,1292,1241,1119,683
"1",153748215,153751259,108,107,195,151
"1",153767654,153782319,1130,1025,1064,673
"1",153880942,153883449,43,46,212,189
"1",153920090,153924303,133,97,323,236
"1",153957560,153961249,191,193,315,220
"1",153961981,153964484,140,101,270,154
"1",153985172,153987355,84,85,188,133
"1",154182077,154183767,55,53,138,84
"1",154199152,154200627,47,49,107,86
"1",154321003,154332221,764,706,786,523
"1",154401810,154411792,543,494,581,408
"1",154418387,154424881,265,250,506,351
"1",154430622,154433780,154,126,267,202
"1",154443837,154446440,91,75,146,133
"1",154453312,154454969,73,61,180,138
"1",154474159,154478257,111,92,223,144
"1",154535592,154545536,568,530,589,415
"1",154554674,154560019,169,178,323,205
"1",154669646,154671923,93,109,152,78
"1",154696055,154699040,59,65,208,151
"1",154746302,154753878,369,359,495,303
"1",154791338,154793319,88,70,168,126
"1",154793799,154810956,871,790,1135,765
"1",154855345,154889748,2348,2206,2534,1752
"1",154940176,154949055,536,496,546,355
