"seqnames","start","end","width","strand","Conc","Conc_YAF","Conc_GFP","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr5",40474203,40482157,7955,"*",7.56176352581207,8.16465676041588,6.50659411814671,1.54093961821172,9.27556834230391e-12,6.55832372345577e-10,"Exon (ENST00000648975.1/ENST00000648975.1, exon 2 of 3)",5,40306824,40312905,6082,2,"105374736","ENST00000665809.1",-161298
"chr7",108244471,108250507,6037,"*",7.55642739620568,8.15999336742037,6.4991328231042,1.54081784061994,1.05343302150146e-11,7.32876849323887e-10,"Promoter (1-2kb)",7,108197995,108243240,45246,2,"4897","ENST00000417701.5",-1231
"chr3",188195874,188199858,3985,"*",8.58066593193314,9.13323270269293,7.67370452769486,1.369808253722,1.05503170631296e-11,7.32876849323887e-10,"Intron (ENST00000448637.5/4026, intron 1 of 6)",3,188212641,188890671,678031,1,"4026","ENST00000420410.6",-12783
"chr9",116268333,116290977,22645,"*",9.08103427548201,9.62647201070562,8.19349928823502,1.34826327052603,1.07634631904388e-11,7.41181434826828e-10,"Promoter (<=1kb)",9,116285829,116288769,2941,2,"103611155","ENST00000438048.1",0
"chr7",24818701,24836008,17308,"*",8.81866479430454,9.37167338655927,7.9104876014154,1.37093173540349,1.10712538889185e-11,7.55803961606426e-10,"3' UTR",7,24800029,24815093,15065,2,"26031","ENST00000487020.5",-3608
"chr2",54569096,54580495,11400,"*",8.44671888703583,9.00761275711652,7.51660542849965,1.39827619365514,1.15296445827085e-11,7.80369704704861e-10,"Intron (ENST00000615901.4/6711, intron 2 of 37)",2,54558394,54662308,103915,1,"6711","ENST00000333896.5",10702
"chrX",46259854,46265750,5897,"*",7.06656333732109,7.71237776967294,5.86690275748464,1.68951814108577,1.84628688546686e-11,1.23904625813662e-09,"Intron (ENST00000668280.1/101927574, intron 3 of 3)",23,46326275,46327628,1354,2,"101927574","ENST00000686272.1",61878
"chr5",57814463,57817968,3506,"*",6.3654617804511,7.09105717233417,4.83604375073445,1.9833135020109,1.91960355024677e-11,1.27742357263901e-09,"Distal Intergenic",5,57890327,57899162,8836,2,"101928539","ENST00000510444.1",81194
"chr10",52308320,52320901,12582,"*",8.58214975694989,9.13087707346759,7.68569516796673,1.35582410120661,1.93691742888338e-11,1.27820409327729e-09,"Promoter (<=1kb)",10,52230398,52313675,83278,2,"100506939","ENST00000452247.7",0
"chr1",153879993,153884416,4424,"*",7.10851830016639,7.74754300227784,5.93299763958589,1.66403187817093,2.08750713148231e-11,1.36619578299243e-09,"Intron (ENST00000368655.5/57459, intron 1 of 10)",1,153828258,153898951,70694,2,"57459","ENST00000636014.1",14535
"chr9",14235181,14241096,5916,"*",7.04145277415561,7.68656586906228,5.84430978900675,1.67380521533305,2.13067944241964e-11,1.38302053315747e-09,"Intron (ENST00000380959.7/4781, intron 2 of 8)",9,14081843,14180802,98960,2,"4781","ENST00000543693.5",-54379
"chr1",39176364,39180448,4085,"*",6.64917633301737,7.33300410524634,5.30399234401277,1.82127337794783,2.21636208620827e-11,1.42694076103116e-09,"Intron (ENST00000361689.7/23499, intron 2 of 93)",1,39158864,39333181,174318,1,"23499","ENST00000672812.1",17500
"chr16",50201614,50205619,4006,"*",6.89016991542368,7.55791984870815,5.6088066868091,1.76697811939346,2.28926186466538e-11,1.46198908921655e-09,"Intron (ENST00000436909.8/64282, intron 2 of 12)",16,50214226,50235310,21085,1,"64282","ENST00000357464.4",-8607
"chr10",123194095,123206156,12062,"*",9.10842766151209,8.144599971877,9.68112833688223,-1.4292881724977,2.3157412666728e-11,1.46706840726255e-09,"Distal Intergenic",10,123162254,123163241,988,1,"9184","ENST00000481952.1",31841
"chr6",124927802,124931027,3226,"*",6.56994667470002,7.26686223420967,5.17008182761681,1.87317258205702,2.92237176575239e-11,1.83668746134867e-09,"Intron (ENST00000663792.1/7955, intron 4 of 7)",6,124644581,124941418,296838,2,"7955","ENST00000666728.1",10391
"chr7",108306726,108314357,7632,"*",7.52416729687606,8.13698106215276,6.43723444104605,1.57199133524888,3.02467464298751e-11,1.88601562974946e-09,"Promoter (<=1kb)",7,108232417,108313295,80879,2,"4897","ENST00000419936.5",0
"chr17",35428762,35436159,7398,"*",7.64607116172858,8.23776316614438,6.62569223541564,1.49724901917032,3.07940311988104e-11,1.90514010205765e-09,"Promoter (<=1kb)",17,35410922,35432500,21579,2,"55106","ENST00000304905.10",0
"chr4",145732418,145737150,4733,"*",6.9675848999747,7.62126530052056,5.73929693167004,1.71012240247182,3.25646992776494e-11,1.99906863240082e-09,"Promoter (<=1kb)",4,145732453,145754351,21899,1,"646603","ENST00000508981.1",0
"chr5",157554125,157583795,29671,"*",9.71310987593311,10.2594615483031,8.82310433968672,1.34573095169895,3.29982553199669e-11,2.01010141445245e-09,"Promoter (<=1kb)",5,157395534,157575775,180242,2,"8728","ENST00000517951.5",0
"chr3",183273128,183292315,19188,"*",9.03760185331753,9.56761215090566,8.19091561166535,1.29399006464504,3.39231988073491e-11,2.05067031569006e-09,"Promoter (<=1kb)",3,183287480,183298504,11025,1,"107986160","ENST00000462559.1",0
"chr9",69897323,69902272,4950,"*",6.94772227473866,7.62767367866287,5.61825160295345,1.81385760693986,3.54814957190187e-11,2.12862094393113e-09,"3' UTR",9,69820960,69858158,37199,1,"138255","ENST00000480564.1",76363
"chr18",3601232,3606686,5455,"*",7.20401317571755,7.82538984002142,6.08890827064395,1.59654825162295,3.61076930560436e-11,2.14990091211135e-09,"Promoter (<=1kb)",18,3603738,3608336,4599,1,"84777","ENST00000572856.1",0
"chr6",73773701,73778429,4729,"*",6.69965534729471,7.37759284391223,5.37826476120134,1.80000820938384,4.01544300075842e-11,2.37300694947805e-09,"Intron (ENST00000422508.6/135228, intron 14 of 31)",6,73792655,73804076,11422,1,"135228","ENST00000474094.1",-14226
"chr1",110002558,110007749,5192,"*",6.90306469805112,7.56004155789707,5.66256125856859,1.72458999495001,4.23365136580568e-11,2.47597523806576e-09,"Promoter (<=1kb)",1,110004131,110022389,18259,1,"10768","ENST00000359172.3",0
"chr4",76190402,76204248,13847,"*",8.55405398649629,9.12065879445734,7.60776578087018,1.41066558472698,4.25221154662133e-11,2.47597523806576e-09,"Promoter (<=1kb)",4,76160012,76196050,36039,2,"950","ENST00000682785.1",0
"chr5",93187961,93190305,2345,"*",6.1486901620561,6.90238891066691,4.47702065484365,2.06745627864183,4.40474523642292e-11,2.54607135235278e-09,"Distal Intergenic",5,93409838,93422335,12498,2,"441094","ENST00000606188.2",232030
"chr4",23323258,23325688,2431,"*",6.33862594543905,7.05819739301051,4.83762095185582,1.94006149813695,4.84722309518025e-11,2.78153331092264e-09,"Distal Intergenic",4,23120314,23123473,3160,1,"105374524","ENST00000658079.1",202944
"chr6",145144978,145152487,7510,"*",7.39463486108757,8.03857774412184,6.20168012182758,1.66720112755114,5.14410366527793e-11,2.9306587716069e-09,"Distal Intergenic",6,144839049,144846822,7774,1,"7402","ENST00000460618.1",305929
"chr21",16279385,16282631,3247,"*",6.13544072595304,6.88417898321433,4.49012928547398,2.0623046721689,5.20957133495518e-11,2.94675681439358e-09,"Promoter (<=1kb)",21,16279710,16488336,208627,1,"388815","ENST00000697985.1",0
"chr15",36589437,36592584,3148,"*",5.97111452967134,6.74251445996676,4.20045482477578,2.14693856045846,5.32089428294888e-11,2.98838027139519e-09,"Promoter (2-3kb)",15,36594869,36709906,115038,1,"84529","ENST00000566807.5",-2285
"chr20",38103988,38115831,11844,"*",8.6534691682884,9.19023454910245,7.78909264581031,1.31294877792956,5.79321151534922e-11,3.230735351412e-09,"Exon (ENST00000615357.1/ENST00000615357.1, exon 1 of 1)",20,38128461,38133760,5300,2,"7052","ENST00000469269.1",17929
"chr17",72585675,72607546,21872,"*",10.0022150795118,10.5356739111779,9.1465352371275,1.30177642698936,5.94684038386116e-11,3.29321881117458e-09,"Promoter (<=1kb)",17,72290091,72592804,302714,2,"100499467","ENST00000648631.1",0
"chr5",111982560,111985604,3045,"*",5.89507442672037,6.68097179047553,4.03695486694914,2.19362954931829,6.04269774929785e-11,3.32306413032567e-09,"Intron (ENST00000507222.5/100873948, intron 3 of 3)",5,111729984,111976931,246948,2,"9315","ENST00000395634.7",-5629
"chrX",72620160,72623212,3053,"*",6.00293450186651,6.77118420572284,4.25048688859027,2.11820106153422,7.15407558175603e-11,3.90711203668455e-09,"Exon (ENST00000373542.9/5255, exon 18 of 32)",23,72329560,72573101,243542,2,"55869","ENST00000373589.9",-47059
"chr21",25572632,25574290,1659,"*",5.36448567917132,6.25372096264659,2.6062615653638,2.63129822839465,7.27638795089573e-11,3.94669288925639e-09,"Promoter (<=1kb)",21,25573980,25574044,65,1,"406947","ENST00000385060.1",0
"chr8",95691909,95696320,4412,"*",6.62066215293055,7.29634068456172,5.30826804337067,1.78279690457357,7.48145889611382e-11,4.03031789104254e-09,"Intron (ENST00000671532.1/100616530, intron 3 of 3)",8,95610664,95811254,200591,1,"100616530","ENST00000664790.1",81245
"chr5",145930148,145963005,32858,"*",9.82968883503164,10.3629764526969,8.97445734394358,1.3007037604195,7.56052861319294e-11,4.04539365458614e-09,"Promoter (<=1kb)",5,145936578,146063292,126715,1,"153769","ENST00000359120.9",0
"chr4",73885354,73888342,2989,"*",6.39975960911262,7.10123921096924,4.98020726554241,1.87161483459251,7.97101982983389e-11,4.23640980083588e-09,"Distal Intergenic",4,73869393,73871308,1916,1,"2919","ENST00000395761.4",15961
"chr2",55882706,55889608,6903,"*",7.35854769971307,7.98876579037966,6.213583930963,1.62757352108464,8.28882286296757e-11,4.37594588345601e-09,"Intron (ENST00000355426.8/2202, intron 5 of 11)",2,55866907,55917780,50874,2,"2202","ENST00000634374.1",28172
"chr1",115164558,115201059,36502,"*",10.6108298310224,11.1589376086071,9.71606088162163,1.34667269440681,8.44396527245827e-11,4.41625303745153e-09,"Distal Intergenic",1,115099580,115102686,3107,1,"105378916","ENST00000448680.2",64978
"chr6",69917250,69920502,3253,"*",6.16831357703484,6.91268382310792,4.54574678968213,2.03495221160343,8.5315908628492e-11,4.41625303745153e-09,"Intron (ENST00000620364.5/1310, intron 4 of 50)",6,69936872,69974196,37325,1,"1310","ENST00000483745.1",-16370
"chr15",71286266,71297589,11324,"*",8.21989390394439,8.76617179324668,7.33008803279521,1.34185758807978,8.55014364207573e-11,4.41625303745153e-09,"Intron (ENST00000355327.7/79875, intron 6 of 17)",15,71332120,71352460,20341,1,"79875","ENST00000648513.1",-34531
"chr3",177149034,177153441,4408,"*",6.68572764950071,7.35210758952782,5.40964229620606,1.74294240071129,8.58824305805703e-11,4.41625303745153e-09,"Intron (ENST00000457928.7/79718, intron 1 of 15)",3,177098471,177136245,37775,2,"79718","ENST00000636478.1",-12789
"chr17",66490708,66495502,4795,"*",7.34592246817948,7.94907417183648,6.28993704791856,1.53054029968047,8.82106986933695e-11,4.48577544002599e-09,"Intron (ENST00000413366.8/5578, intron 2 of 16)",17,66398069,66416854,18786,2,"101928001","ENST00000584715.5",-73854
"chr11",35076199,35093631,17433,"*",8.7966683724888,9.36092431460903,7.85706244773482,1.40069668750109,8.83673404020778e-11,4.48577544002599e-09,"Distal Intergenic",11,35064720,35067192,2473,2,"105376626","ENST00000687081.1",-9007
"chr15",99247053,99255241,8189,"*",7.63897022071268,8.21180500888437,6.67475340519748,1.42509168248671,8.90369697092621e-11,4.49097938297864e-09,"Promoter (<=1kb)",15,99251362,99386202,134841,1,"123355","ENST00000558879.5",0
"chr18",6050879,6060479,9601,"*",8.03575945160728,8.600819652614,7.09387019998151,1.40468671878869,9.07728713192939e-11,4.54955929099676e-09,"Intron (ENST00000659442.1/121725015, intron 2 of 7)",18,5882072,5895955,13884,2,"645369","ENST00000581347.2",-154924
"chr15",44295123,44297920,2798,"*",6.25696429420359,6.98445613542768,4.71845926688439,1.97321735818109,9.29669475519182e-11,4.62280565139263e-09,"Intron (ENST00000299957.11/113201, intron 1 of 9)",15,44289105,44332059,42955,1,"113201","ENST00000558735.1",6018
"chr9",69884327,69886825,2499,"*",6.20467642127104,6.93393295414648,4.65765317129929,1.9682320775078,9.34018063168103e-11,4.62280565139263e-09,"Exon (ENST00000466872.2/138255, exon 4 of 6)",9,69820960,69858158,37199,1,"138255","ENST00000480564.1",63367
"chr15",82312498,82318720,6223,"*",8.21225632334187,7.34689468317966,8.74939452311675,-1.30920801757516,1.03684799208284e-10,5.09987531012669e-09,"Exon (ENST00000613213.4/390660, exon 5 of 20)",15,82298856,82304859,6004,1,"390660","ENST00000620003.1",13642
"chr5",78609022,78619306,10285,"*",8.22545707435061,8.78336379155373,7.30370708401656,1.37962665929539,1.09941876594476e-10,5.35535556240673e-09,"Intron (ENST00000380345.7/10184, intron 2 of 4)",5,78510039,78590192,80154,2,"10184","ENST00000510949.1",-18830
"chr20",5152906,5158409,5504,"*",7.05832512681584,7.68500437085663,5.92540887633118,1.60366136910343,1.10231463148415e-10,5.35535556240673e-09,"Intron (ENST00000467923.5/8760, intron 1 of 5)",20,5176102,5191354,15253,1,"8760","ENST00000379070.3",-17693
"chr1",43828854,43845043,16190,"*",9.29531863420795,9.83308611095066,8.42829211901179,1.31443327570344,1.11912023824796e-10,5.40384949188144e-09,"Promoter (<=1kb)",1,43838622,43838683,62,1,"102464830","ENST00000635807.1",0
"chr9",115995963,116001186,5224,"*",6.95970870821724,7.59179316597738,5.80833837900395,1.62324838785699,1.21361894073451e-10,5.82463538889491e-09,"Distal Intergenic",9,116012361,116012965,605,1,"105376236","ENST00000416507.1",-11175
"chr9",13264697,13270101,5405,"*",6.93498905197964,7.56744272914266,5.78234696358578,1.62504247439442,1.23005141780803e-10,5.86793805880832e-09,"Intron (ENST00000319217.12/8777, intron 1 of 46)",9,13274510,13279187,4678,2,"8777","ENST00000442428.1",9086
"chr13",101397814,101401006,3193,"*",6.23379826668646,6.95470059253268,4.72657407298831,1.93379416219878,1.58775202386356e-10,7.52898699220092e-09,"Promoter (<=1kb)",13,101180631,101399168,218538,2,"259232","ENST00000675594.1",0
"chr10",132785162,132791931,6770,"*",7.74469344885596,6.76107593175031,8.32415351932475,-1.43987625446199,1.63567412749437e-10,7.71006155692137e-09,"Promoter (<=1kb)",10,132783181,132786147,2967,2,"84504","ENST00000368592.8",0
"chr11",29279698,29284036,4339,"*",6.77937222090125,7.43573530194253,5.54115319172233,1.71014495409122,1.65198605427651e-10,7.74087429811577e-09,"Distal Intergenic",11,29044690,29064308,19619,1,"105376603","ENST00000666135.1",235008
"chr1",58583333,58599801,16469,"*",8.74284907387636,9.27609867033093,7.88771712129883,1.29727599581079,1.74467589881162e-10,8.12711084864073e-09,"Distal Intergenic",1,58575433,58577252,1820,2,"4070","ENST00000371225.4",-6081
"chr5",14160186,14169118,8933,"*",7.77541551680154,8.38246071588656,6.70706390870974,1.54261735915354,1.80439644854406e-10,8.35614940118151e-09,"Intron (ENST00000698541.1/7204, intron 1 of 36)",5,14183798,14399400,215603,1,"7204","ENST00000509967.6",-14680
"chr15",70701336,70705171,3836,"*",6.89163063725522,7.5258318559348,5.73294952734866,1.62642811839728,1.86906205468149e-10,8.56658000839921e-09,"Promoter (<=1kb)",15,70656802,70702308,45507,2,"55075","ENST00000379983.6",0
"chr4",168706153,168713709,7557,"*",7.56785863426644,8.16915597435148,6.51771420310447,1.52141093373423,1.87147157652868e-10,8.56658000839921e-09,"Promoter (<=1kb)",4,168711581,168891057,179477,1,"23022","ENST00000649826.1",0
"chr5",89877194,89880617,3424,"*",6.4763438689512,7.17946898522582,5.04961153478404,1.88187455629398,2.01351468306904e-10,9.1638061926573e-09,"Distal Intergenic",5,89900664,89990883,90220,1,"102724637","ENST00000505109.2",-20047
"chr6",56937808,56940455,2648,"*",6.98214006866476,7.61464643130344,5.82931638959811,1.62633458500909,2.14620686596018e-10,9.70213053016102e-09,"Intron (ENST00000680361.1/667, intron 2 of 103)",6,56670532,56954649,284118,2,"667","ENST00000650917.1",14194
"chr17",72523367,72543980,20614,"*",9.08372865730286,9.64119257936195,8.1632128270165,1.37218649065972,2.15630126696343e-10,9.70213053016102e-09,"Promoter (<=1kb)",17,72428267,72527035,98769,2,"100499467","ENST00000650510.1",0
"chr15",38892882,38897656,4775,"*",6.81597936215013,7.46291867223929,5.61226904006438,1.67555823805641,2.20577187366188e-10,9.86065227140556e-09,"Intron (ENST00000647456.1/105370775, intron 3 of 6)",15,39019193,39026521,7329,1,"105370781","ENST00000657583.1",-121537
"chr17",72434990,72473197,38208,"*",10.1569451454725,10.7004913753066,9.27450491697038,1.32746822391816,2.21643655046116e-10,9.86065227140556e-09,"Promoter (<=1kb)",17,72403327,72470372,67046,2,"100499467","ENST00000648401.1",0
"chr11",115890758,115901061,10304,"*",8.71446811890364,9.24788073187373,7.85890932655492,1.29787622573001,2.30003622585149e-10,1.01754116606246e-08,"Distal Intergenic",11,115920248,115943181,22934,1,"102724165","ENST00000653503.1",-19187
"chr7",135761609,135776741,15133,"*",8.70182297856109,9.25127263610057,7.80339964034377,1.34710065897209,2.36232180151765e-10,1.03929035256768e-08,"Exon (ENST00000419211.2/ENST00000419211.2, exon 1 of 3)",7,135729592,135748813,19222,2,"389558","ENST00000338588.8",-12796
"chr1",120175790,120180164,4375,"*",6.8800411683106,7.51692687182003,5.71201931169683,1.63685396135218,2.42805633803777e-10,1.05845808376655e-08,"Promoter (<=1kb)",1,120150898,120176520,25623,2,"9554","ENST00000578049.4",0
"chr2",205677441,205693437,15997,"*",8.78164462564081,9.32923256992139,7.88828796156713,1.33917231305305,2.43262244280227e-10,1.05845808376655e-08,"Promoter (<=1kb)",2,205681990,205701557,19568,1,"8828","ENST00000464003.1",0
"chr5",167727794,167731630,3837,"*",5.973388653711,6.74990171524291,4.17258345383224,2.13038699862639,2.47943202483985e-10,1.07293017512059e-08,"Exon (ENST00000517346.1/57451, exon 2 of 2)",5,167721363,167729124,7762,1,"57451","ENST00000517346.1",6431
"chr7",70089739,70100384,10646,"*",8.07201902000464,8.6052844067444,7.21684573003599,1.29440381103474,2.50825401152302e-10,1.07703187697508e-08,"3' UTR",7,70134536,70290554,156019,1,"26053","ENST00000659051.1",-34152
"chr1",219770061,219774951,4891,"*",6.82583905496579,7.4620680889902,5.66010930211352,1.63178482935302,2.51611184796552e-10,1.07703187697508e-08,"Intron (ENST00000484239.5/105372926, intron 8 of 8)",1,219914264,219919030,4767,2,"55532","ENST00000484079.1",144079
"chr2",148754498,148757279,2782,"*",5.87200556037734,6.64022632724581,4.11972399350574,2.11164895340991,2.57923265444265e-10,1.09811523605007e-08,"Promoter (<=1kb)",2,148753895,148762215,8321,1,"26122","ENST00000491099.1",603
"chr5",112956393,112962150,5758,"*",7.2596478806761,7.87562601636975,6.16238760315542,1.56738095181614,2.98811216810136e-10,1.26539359674838e-08,"Distal Intergenic",5,112976702,113020123,43422,1,"167227","ENST00000515408.5",-14552
