"seqnames","start","end","width","strand","Fold","p.value","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS"
"chr16",65966391,65969060,2670,"*",1.4663627481432,8.38578168364523e-17,1.16634760640225e-14,"Distal Intergenic",16,65284496,65576345,291850,2,"283867","ENST00000663911.1",-390046
"chr5",35128900,35132140,3241,"*",1.42440487957546,9.16737918225045e-17,1.26594958378891e-14,"Promoter (<=1kb)",5,35084482,35130344,45863,2,"5618","ENST00000514206.5",0
"chr7",66281162,66284119,2958,"*",1.65113785218188,9.55203265274283e-17,1.30971239202466e-14,"Intron (ENST00000480281.5/8460, intron 1 of 4)",7,66221604,66240847,19244,1,"8460","ENST00000451388.1",59558
"chr1",3438604,3445691,7088,"*",-1.33273899467775,9.76622104571546e-17,1.3296503625128e-14,"3' UTR",1,3454665,3481113,26449,1,"27237","ENST00000378378.9",-8974
"chr4",1487299,1496806,9508,"*",-1.47947224508147,1.03370752091849e-16,1.39752919593826e-14,"Distal Intergenic",4,1402932,1406442,3511,2,"54729","ENST00000422806.2",-80857
"chr15",60379499,60384019,4521,"*",1.48551627131263,1.08240213332465e-16,1.45320003080316e-14,"Promoter (<=1kb)",15,60347337,60384827,37491,2,"302","ENST00000504475.6",808
"chr18",9949787,9953413,3627,"*",1.75978279002464,1.09225444057244e-16,1.4563141447991e-14,"Exon (ENST00000400000.7/9218, exon 5 of 6)",18,9936727,9954477,17751,1,"9218","ENST00000583475.1",13060
"chr6",145147480,145149338,1859,"*",1.81826203138812,1.17640311229361e-16,1.5577672171214e-14,"Distal Intergenic",6,144839049,144846822,7774,1,"7402","ENST00000460618.1",308431
"chr9",77015338,77021183,5846,"*",-1.31811586648799,1.21206748166371e-16,1.59407487231323e-14,"Promoter (<=1kb)",9,77019655,77020953,1299,1,"442425","ENST00000376708.1",0
"chr7",96303166,96306239,3074,"*",1.70357368444427,1.23774928292519e-16,1.59862827758946e-14,"Intron (ENST00000265631.10/10165, intron 1 of 17)",7,96296898,96309684,12787,2,"10165","ENST00000487710.1",3445
"chr14",81399822,81403667,3846,"*",1.45883521861837,1.23988749460071e-16,1.59862827758946e-14,"Promoter (<=1kb)",14,81260652,81400324,139673,2,"85439","ENST00000614646.5",0
"chr6",17906931,17910124,3194,"*",1.71801606574177,1.24033642806817e-16,1.59862827758946e-14,"Intron (ENST00000378814.9/63971, intron 2 of 37)",6,17873263,17987077,113815,2,"63971","ENST00000505588.1",76953
"chr9",86339617,86341986,2370,"*",2.31191471846587,1.28563267397388e-16,1.64603552887e-14,"Promoter (1-2kb)",9,86336879,86343123,6245,2,"79670","ENST00000375948.2",1137
"chr1",223704829,223708380,3552,"*",1.3900002544817,1.50125996993418e-16,1.90805744666294e-14,"Intron (ENST00000433674.6/824, intron 1 of 20)",1,223701645,223747063,45419,1,"824","ENST00000434648.5",3184
"chr6",111477439,111479193,1755,"*",2.1747763296316,1.51002322112156e-16,1.90805744666294e-14,"Intron (ENST00000434009.5/5980, intron 1 of 33)",6,111299031,111482919,183889,2,"5980","ENST00000434009.5",3726
"chr11",47523231,47525646,2416,"*",1.67915618864267,1.53684643744469e-16,1.92934105033235e-14,"Promoter (<=1kb)",11,47470318,47523988,53671,2,"10658","ENST00000532048.5",0
"chr7",90816128,90818229,2102,"*",1.95116707866575,1.68893968585531e-16,2.09787119247995e-14,"Intron (ENST00000380050.8/5218, intron 5 of 14)",7,90824605,90955796,131192,1,"5218","ENST00000487145.1",-6376
"chr3",189935074,189938906,3833,"*",1.44086832307133,1.69279421728067e-16,2.09787119247995e-14,"Distal Intergenic",3,189957697,189964121,6425,2,"55214","ENST00000490940.1",25215
"chr1",117146142,117149143,3002,"*",1.66400986200372,1.78004719562149e-16,2.19195238426435e-14,"3' UTR",1,117112185,117122587,10403,2,"80263","ENST00000369461.3",-23555
"chr15",87761502,87765668,4167,"*",1.33898925403563,1.86952029645198e-16,2.28755923362697e-14,"Distal Intergenic",15,87432058,87703852,271795,2,"102724465","ENST00000560439.1",-57650
"chr2",235147563,235153724,6162,"*",-1.29870684363622,1.93249859043401e-16,2.34974812885917e-14,"Distal Intergenic",2,234994840,235040942,46103,1,"23677","ENST00000454947.1",152723
"chr1",57410388,57412565,2178,"*",1.47032848522768,2.07501042147214e-16,2.50726102989506e-14,"Intron (ENST00000371236.7/1600, intron 1 of 14)",1,57070734,57424057,353324,2,"1600","ENST00000371230.1",11492
"chr4",74426211,74429544,3334,"*",1.719940712086,2.10689474353034e-16,2.52997491159454e-14,"Intron (ENST00000508581.1/ENST00000508581.1, intron 1 of 1)",4,74445136,74455005,9870,1,"374","ENST00000395748.8",-15592
"chr3",64187193,64192194,5002,"*",1.65970525647647,2.13025545319615e-16,2.54223633806427e-14,"Promoter (<=1kb)",3,64187544,64200965,13422,1,"100874243","ENST00000473434.1",0
"chr2",12004756,12008078,3323,"*",1.56971675669607,2.16219406530224e-16,2.56452134137965e-14,"Promoter (<=1kb)",2,12007116,12131585,124470,1,"100506457","ENST00000451644.5",0
"chr5",149844470,149864290,19821,"*",-1.31087359757998,2.37301695821074e-16,2.79741078372489e-14,"Promoter (<=1kb)",5,149845643,149847757,2115,1,"133522","ENST00000492495.1",0
"chr22",42718805,42728181,9377,"*",-1.2321503367099,2.51780669326852e-16,2.95010647278547e-14,"Promoter (<=1kb)",22,42628152,42720870,92719,2,"1727","ENST00000686129.1",0
"chr7",24825139,24827715,2577,"*",1.49658757811459,2.54658560644193e-16,2.96585177887602e-14,"Intron (ENST00000313367.7/26031, intron 16 of 22)",7,24800029,24815093,15065,2,"26031","ENST00000487020.5",-10046
"chr22",50044661,50050180,5520,"*",-1.43096959114119,2.57383809241186e-16,2.97964142758074e-14,"Promoter (<=1kb)",22,50047168,50050218,3051,2,"164714","ENST00000477219.1",38
"chr1",16715650,16722811,7162,"*",-1.3333482226748,2.64372091805107e-16,3.04232479218341e-14,"Promoter (<=1kb)",1,16692280,16720157,27878,2,"284729","ENST00000270691.9",0
"chr9",95023180,95026695,3516,"*",1.65355928532922,2.87587715544822e-16,3.27147954081713e-14,"Intron (ENST00000375315.8/84909, intron 13 of 16)",9,95018891,95022285,3395,1,"84909","ENST00000482056.2",4289
"chr15",68514724,68519391,4668,"*",1.20299735799928,2.87669540132888e-16,3.27147954081713e-14,"Distal Intergenic",15,68483202,68487149,3948,2,"105370873","ENST00000660959.1",-27575
"chr10",133157154,133171070,13917,"*",-1.57798884252362,3.04999674357727e-16,3.44827994406897e-14,"Promoter (<=1kb)",10,133160219,133174555,14337,1,"85442","ENST00000478074.6",0
"chr2",132437024,132441804,4781,"*",1.45335627507696,3.28104237235887e-16,3.68792977818686e-14,"Intron (ENST00000329321.4/2863, intron 1 of 1)",2,132417043,132418529,1487,1,"2863","ENST00000622084.1",19981
"chr22",46606819,46614762,7944,"*",-1.42546709378491,3.56638499856388e-16,3.98548677325061e-14,"Intron (ENST00000447351.5/23151, intron 1 of 2)",22,46620386,46679785,59400,1,"23151","ENST00000406902.6",-5624
"chr12",132588794,132594468,5675,"*",-1.41385634624909,3.78813370215177e-16,4.20896487722415e-14,"Exon (ENST00000613771.1/ENST00000613771.1, exon 1 of 1)",12,132581997,132582061,65,1,"102465975","ENST00000612332.1",6797
"chr2",226114429,226116566,2138,"*",2.10131980153004,4.27237476561016e-16,4.71987550534522e-14,"Distal Intergenic",2,225582908,225729887,146980,1,"57624","ENST00000695959.1",531521
"chr9",69897338,69900859,3522,"*",1.69157658918281,4.6441645201256e-16,5.10145640156751e-14,"Intron (ENST00000377197.8/138255, intron 5 of 5)",9,69820960,69858158,37199,1,"138255","ENST00000480564.1",76378
"chr6",112230910,112233476,2567,"*",1.98278862565021,4.78510362372529e-16,5.22657674336051e-14,"Promoter (2-3kb)",6,112236093,112307009,70917,1,"101927640","ENST00000433684.6",-2617
"chr1",118332795,118342910,10116,"*",1.22807943815858,4.86928000726107e-16,5.28863990901001e-14,"Distal Intergenic",1,118185349,118207051,21703,1,"105378930","ENST00000664031.1",147446
"chr17",17927921,17939288,11368,"*",1.26437872687064,4.98410184245497e-16,5.3525859033586e-14,"Intron (ENST00000379504.8/146691, intron 1 of 14)",17,17846849,17972397,125549,2,"146691","ENST00000318094.14",33109
"chr1",115154592,115161063,6472,"*",1.37509313191785,5.00635085021365e-16,5.3525859033586e-14,"Distal Intergenic",1,115099580,115102686,3107,1,"105378916","ENST00000448680.2",55012
"chr7",130275060,130282170,7111,"*",1.35228439046345,5.01121423735534e-16,5.3525859033586e-14,"3' UTR",7,130266881,130276738,9858,1,"1358","ENST00000416698.1",8179
"chr17",20171129,20177128,6000,"*",1.30839910981447,5.2585885693292e-16,5.58595015444184e-14,"Intron (ENST00000676570.1/92521, intron 3 of 7)",17,20156089,20237179,81091,1,"92521","ENST00000395525.7",15040
"chr5",167915217,167920977,5761,"*",1.36853244282011,5.49378790907873e-16,5.77471561245405e-14,"Intron (ENST00000518659.6/57451, intron 5 of 30)",5,167934581,168264155,329575,1,"57451","ENST00000695962.1",-13604
"chr5",3526044,3527986,1943,"*",-1.80960526026178,5.50783350801485e-16,5.77471561245405e-14,"Intron (ENST00000662836.1/285577, intron 1 of 4)",5,3357264,3531795,174532,2,"285577","ENST00000662836.1",3809
"chr9",112041054,112044534,3481,"*",1.52298136572284,5.52590073089535e-16,5.77471561245405e-14,"Promoter (1-2kb)",9,112028570,112039143,10574,2,"105376220","ENST00000658557.1",-1911
"chr15",96272979,96275719,2741,"*",1.55690351318166,5.77976613524483e-16,6.00753863939184e-14,"Promoter (<=1kb)",15,96266529,96275996,9468,2,"644192","ENST00000560395.5",277
"chr5",177992324,178000908,8585,"*",-1.23799181833331,5.82425354365312e-16,6.02140608339282e-14,"Promoter (<=1kb)",5,177992235,177996242,4008,2,"5626","ENST00000308304.2",0
"chr2",65365581,65368387,2807,"*",1.66987827840891,6.00342889196684e-16,6.17363248768059e-14,"Promoter (<=1kb)",2,65312993,65366650,53658,2,"200734","ENST00000443619.6",0
"chrX",74520415,74524259,3845,"*",1.63151039201827,6.17059286081541e-16,6.31196146974308e-14,"Promoter (<=1kb)",23,74521120,74532608,11489,1,"6567","ENST00000590447.1",0
"chr5",180618532,180634476,15945,"*",-1.74952910739794,6.57802574891672e-16,6.69331430546353e-14,"Promoter (<=1kb)",5,180607965,180629338,21374,2,"2324","ENST00000507059.5",0
"chr5",109454348,109456261,1914,"*",2.33191756605964,6.63845050554537e-16,6.71943265045595e-14,"Distal Intergenic",5,109334722,109409974,75253,2,"9867","ENST00000361189.7",-44374
"chr17",66538145,66544095,5951,"*",1.31569090506759,6.74158486771603e-16,6.78828438789344e-14,"Intron (ENST00000413366.8/5578, intron 3 of 16)",17,66398069,66416854,18786,2,"101928001","ENST00000584715.5",-121291
"chr1",6443218,6457808,14591,"*",-1.52125853687482,8.00169438650645e-16,8.01537604012069e-14,"Promoter (<=1kb)",1,6447331,6449056,1726,1,"83715","ENST00000632803.1",0
"chr1",118115149,118125102,9954,"*",1.40500055552498,8.04420872364336e-16,8.01642717805139e-14,"Exon (ENST00000336338.10/200162, exon 4 of 49)",1,118085978,118087162,1185,2,"200162","ENST00000463628.1",-27987
"chr7",121797629,121800040,2412,"*",1.92400810489737,8.26479270173752e-16,8.19401216936879e-14,"Distal Intergenic",7,121873089,122061957,188869,1,"5803","ENST00000651065.1",-73049
"chr1",182955374,182956660,1287,"*",1.58212338702038,8.65827473330294e-16,8.54032782749723e-14,"Promoter (1-2kb)",1,182899865,182953525,53661,2,"81626","ENST00000488956.5",-1849
"chr2",241820104,241822488,2385,"*",-1.58226017294658,8.88646774603929e-16,8.72091781391764e-14,"Distal Intergenic",2,241814017,241815000,984,1,"129807","ENST00000428592.1",6087
"chr1",118134616,118138780,4165,"*",1.53957484098608,9.13181250313489e-16,8.91643086480338e-14,"Intron (ENST00000336338.10/200162, intron 3 of 48)",1,118150397,118185223,34827,2,"200162","ENST00000465053.1",46443
"chr4",6656147,6677559,21413,"*",-1.3255242464681,9.61593813714965e-16,9.34195638218664e-14,"Promoter (<=1kb)",4,6648695,6673896,25202,2,"105374366","ENST00000647523.2",0
"chr8",67738323,67747831,9509,"*",1.18494117817445,1.04190335731055e-15,1.00393962119409e-13,"Promoter (<=1kb)",8,67422038,67746360,324323,2,"57094","ENST00000297770.10",0
"chr4",106061685,106063622,1938,"*",1.92893695837431,1.0437690159831e-15,1.00393962119409e-13,"Intron (ENST00000394708.7/93627, intron 25 of 25)",4,106003317,106022478,19162,2,"101929577","ENST00000513220.1",-39207
"chr15",82128004,82130750,2747,"*",1.58835778942823,1.06023283186647e-15,1.01472679893438e-13,"3' UTR",15,82130218,82160096,29879,2,"79631","ENST00000561340.2",29346
"chr1",59150178,59154082,3905,"*",1.50814041309581,1.09544162590973e-15,1.04325975141443e-13,"Promoter (<=1kb)",1,59132473,59151241,18769,2,"729467","ENST00000631064.2",0
"chr7",71014162,71022950,8789,"*",-1.18625915725704,1.11149065277526e-15,1.05335533284824e-13,"Distal Intergenic",7,71132144,71713599,581456,1,"64409","ENST00000333538.10",-109194
"chr7",130959215,130963397,4183,"*",1.42719425330632,1.11745970328475e-15,1.05384626554166e-13,"Exon (ENST00000642156.2/378805, exon 4 of 6)",7,130791264,130941584,150321,2,"378805","ENST00000702906.1",-17631
"chr7",116511445,116513198,1754,"*",1.79809320786035,1.15383370455887e-15,1.08286733059401e-13,"Distal Intergenic",7,116500044,116506353,6310,1,"858","ENST00000495841.1",11401
"chr2",241795110,241805322,10213,"*",-1.41498224755281,1.17865663913438e-15,1.10081974900411e-13,"3' UTR",2,241809065,241816493,7429,1,"129807","ENST00000415936.5",-3743
"chr1",59139426,59144963,5538,"*",1.37545313397419,1.18474462735913e-15,1.10118595580452e-13,"Promoter (1-2kb)",1,59132473,59146827,14355,2,"729467","ENST00000587839.2",1864
"chr21",16069962,16072089,2128,"*",2.15264718653452,1.28087926232747e-15,1.18484396069747e-13,"Promoter (<=1kb)",21,16070488,16610766,540279,1,"388815","ENST00000660908.2",0
"chr17",20063651,20066791,3141,"*",1.35065112624629,1.31978369615432e-15,1.21182797946936e-13,"Intron (ENST00000676570.1/92521, intron 1 of 7)",17,20057772,20306549,248778,1,"92521","ENST00000681564.1",5879
"chr8",98725812,98727622,1811,"*",1.99019123408575,1.32258678771032e-15,1.21182797946936e-13,"Intron (ENST00000617590.1/6788, intron 4 of 8)",8,98547960,98651724,103765,2,"6788","ENST00000518582.5",-74088
"chr11",57775867,57779873,4007,"*",1.56274770532836,1.41586286070146e-15,1.29117342858214e-13,"Promoter (1-2kb)",11,57781603,57796584,14982,1,"100528016","ENST00000530068.5",-1730
"chr7",47762810,47764140,1331,"*",1.64339040026796,1.43237524064857e-15,1.30009908579619e-13,"Promoter (1-2kb)",7,47761476,47766772,5297,1,"84847","ENST00000412730.1",1334
"chr2",239720253,239737446,17194,"*",-1.47397968240784,1.45720398280924e-15,1.31645442054444e-13,"Exon (ENST00000567853.1/ENST00000567853.1, exon 1 of 1)",2,239762860,239802883,40024,1,"150935","ENST00000407524.1",-25414
"chr3",190182632,190187226,4595,"*",1.36674243112219,1.49113495390286e-15,1.34084242157228e-13,"Distal Intergenic",3,189956831,190122437,165607,2,"55214","ENST00000427335.6",-60195
"chr1",12405418,12408032,2615,"*",1.74281826609292,1.51148593551581e-15,1.35284988848737e-13,"Promoter (<=1kb)",1,12407254,12416827,9574,1,"55187","ENST00000476045.5",0
"chr6",82873095,82879249,6155,"*",1.36991687912992,1.63921417146816e-15,1.46041140907807e-13,"Distal Intergenic",6,82892467,82894033,1567,2,"90025","ENST00000503942.1",14784
"chr5",93188945,93190259,1315,"*",2.04412221525313,1.80702170598636e-15,1.60252984595571e-13,"Distal Intergenic",5,93409838,93422335,12498,2,"441094","ENST00000606188.2",232076
"chr3",149967281,149970044,2764,"*",1.93652006133067,1.89157552212375e-15,1.66985523147117e-13,"Promoter (<=1kb)",3,149780276,149968385,188110,2,"389161","ENST00000481585.1",0
"chr8",137148283,137150717,2435,"*",1.55144596836496,2.07655780423461e-15,1.82482236496672e-13,"Distal Intergenic",8,136797273,136984935,187663,1,"107986980","ENST00000521034.1",351010
"chr4",54049820,54052684,2865,"*",1.5819866466915,2.11292494383635e-15,1.84837909227096e-13,"Intron (ENST00000507166.5/5156, intron 12 of 23)",4,54009979,54064298,54320,2,"26511","ENST00000510894.1",11614
"chr4",73885623,73887101,1479,"*",1.99792043311698,2.14676482575235e-15,1.86952271965181e-13,"Distal Intergenic",4,73869393,73871308,1916,1,"2919","ENST00000395761.4",16230
"chr17",18375740,18384154,8415,"*",-1.44447409301187,2.59667287022019e-15,2.25118729147833e-13,"Promoter (<=1kb)",17,18377778,18389647,11870,1,"645027","ENST00000399134.5",0
"chr8",47512150,47515557,3408,"*",1.73829991748324,2.70563238753443e-15,2.33517816733049e-13,"Intron (ENST00000541342.2/23514, intron 7 of 18)",8,47440401,47735916,295516,1,"23514","ENST00000519401.5",71749
"chr4",145733760,145737173,3414,"*",1.61238041003235,2.7747698174459e-15,2.38420555025251e-13,"Promoter (1-2kb)",4,145732454,145771032,38579,1,"646603","ENST00000510096.1",1306
"chr1",59155183,59157487,2305,"*",1.84217569583828,2.81460201635295e-15,2.40773012310405e-13,"Intron (ENST00000625548.1/ENST00000625548.1, intron 1 of 4)",1,59132473,59151241,18769,2,"729467","ENST00000631064.2",-3942
"chr17",4634764,4639695,4932,"*",-1.20807827695087,2.87037928208153e-15,2.44462742997719e-13,"Promoter (<=1kb)",17,4637170,4639164,1995,2,"246","ENST00000576572.1",0
"chr1",218459125,218460971,1847,"*",1.86872877765877,3.1421834030202e-15,2.66437858467498e-13,"Promoter (<=1kb)",1,218459265,218525978,66714,1,"440714","ENST00000663551.1",0
"chr4",23323196,23325456,2261,"*",1.91447356176148,3.22323130573124e-15,2.7211672853145e-13,"Distal Intergenic",4,23120314,23123473,3160,1,"105374524","ENST00000658079.1",202882
"chr4",2441420,2446645,5226,"*",-1.35914474615028,3.25868218440439e-15,2.73913489874305e-13,"Promoter (<=1kb)",4,2443197,2450356,7160,1,"402160","ENST00000514556.5",0
"chr1",2873197,2896169,22973,"*",-1.61038244412562,3.33263110186728e-15,2.78916697369698e-13,"Distal Intergenic",1,2636986,2801693,164708,2,"100287898","ENST00000401095.9",-71504
"chr9",131676118,131680501,4384,"*",1.41422731644659,3.40097929254191e-15,2.83410054580659e-13,"Intron (ENST00000372189.7/2889, intron 1 of 23)",9,131576778,131709721,132944,2,"2889","ENST00000372190.7",29220
"chr19",13937470,13940284,2815,"*",-1.32802386107254,3.50943664687966e-15,2.91192869931864e-13,"Promoter (<=1kb)",19,13931187,13938417,7231,2,"79883","ENST00000588872.3",0
"chr7",108245217,108248788,3572,"*",1.37112306117499,3.86612018444633e-15,3.19417527888465e-13,"Promoter (1-2kb)",7,108197995,108243240,45246,2,"4897","ENST00000417701.5",-1977
"chr5",72176564,72181756,5193,"*",1.39375264535598,3.88602173626828e-15,3.19695566924573e-13,"Promoter (<=1kb)",5,72179628,72195440,15813,1,"4131","ENST00000504492.1",0
"chr1",94923923,94929606,5684,"*",1.28486578727581,4.12227630341692e-15,3.37694778703217e-13,"Promoter (<=1kb)",1,94896949,94925808,28860,2,"1266","ENST00000545882.5",0
"chr5",28542046,28543543,1498,"*",2.00766948810718,4.1754901463831e-15,3.40610763713183e-13,"Distal Intergenic",5,28549736,28558535,8800,2,"105374701","ENST00000666077.1",14992
"chr3",188191633,188199691,8059,"*",1.13868257555912,4.24441695569736e-15,3.44778626069315e-13,"Intron (ENST00000448637.5/4026, intron 1 of 6)",3,188208198,188484597,276400,1,"4026","ENST00000426274.5",-8507
"chr1",93661987,93668113,6127,"*",1.24055345610396,4.31585286067733e-15,3.491145747091e-13,"Intron (ENST00000260502.11/8412, intron 2 of 11)",1,93592306,93648822,56517,2,"8412","ENST00000479503.2",-13165
"chr7",977098,989513,12416,"*",-1.51620802727167,4.55706057213007e-15,3.67090216837461e-13,"Promoter (<=1kb)",7,983181,989640,6460,1,"54905","ENST00000308919.12",0
